name,lat,lon,prop_housing,median_income,avg_duration,median_age,same_house,same_county,same_state,car_alone,carpool,public_transit,walked,transit_other,work_at_home,time_0900_0959
"State College, PA",40.919342,-77.819951,22.7617059349836,50295.0,20.178079610355724,29.7,73.0,12.0,8.0,69.0,10.0,4.0,9.0,3.0,4.0,7.0
"Statesboro, GA",32.396814,-81.743182,26.294820717131472,35642.0,20.774981442861687,26.1,78.0,11.0,9.0,77.0,12.0,1.0,2.0,2.0,5.0,5.0
"Staunton-Waynesboro, VA",38.162948,-79.12887,20.413300312614187,49262.0,22.303417907318096,42.8,88.0,5.0,6.0,85.0,7.0,0.0,3.0,2.0,4.0,3.0
"Steamboat Springs, CO",40.485068,-106.991193,24.984041247237908,61095.0,16.530393128510077,39.9,82.0,9.0,5.0,67.0,12.0,3.0,4.0,4.0,9.0,8.0
"Stephenville, TX",32.236259,-98.217967,20.132151015696003,40711.0,19.221037511739684,30.5,81.0,9.0,8.0,82.0,10.0,0.0,3.0,1.0,3.0,4.0
"Sterling, CO",40.724669,-103.110096,19.142973484394833,41749.0,17.38544474393531,37.1,80.0,10.0,8.0,77.0,14.0,0.0,4.0,1.0,4.0,5.0
"Sterling, IL",41.756265,-89.914092,17.549593529569947,48343.0,19.526147657359203,42.4,91.0,6.0,2.0,82.0,10.0,0.0,2.0,2.0,3.0,2.0
"Stevens Point, WI",44.476028,-89.501388,18.411786690796074,50837.0,19.20527451734027,36.0,81.0,11.0,6.0,80.0,8.0,0.0,5.0,3.0,4.0,5.0
"Stillwater, OK",36.077315,-96.975771,23.4662698939873,37637.0,17.33943141074504,26.9,72.0,14.0,9.0,76.0,12.0,1.0,5.0,3.0,2.0,5.0
"Stockton-Lodi, CA",37.934777,-121.271447,27.288603458960058,53253.0,29.633214517427636,33.2,82.0,13.0,4.0,76.0,15.0,1.0,2.0,2.0,4.0,4.0
"Storm Lake, IA",42.735494,-95.151149,16.171630910227037,48010.0,13.578410763085978,36.8,82.0,10.0,4.0,70.0,17.0,0.0,4.0,1.0,7.0,3.0
"Sturgis, MI",41.914414,-85.527742,19.517499150526675,44145.0,22.700149800266313,39.0,88.0,8.0,2.0,80.0,12.0,0.0,3.0,1.0,3.0,2.0
"Sulphur Springs, TX",33.149556,-95.56395,17.75100757340892,45158.0,21.306859205776174,39.2,83.0,10.0,5.0,79.0,12.0,0.0,2.0,1.0,6.0,2.0
"Summerville, GA",34.475015,-85.345291,19.27621861152142,32496.0,23.387479250652124,40.4,88.0,8.0,2.0,86.0,10.0,1.0,1.0,1.0,2.0,3.0
"Summit Park, UT",40.868166,-110.955893,20.746278619584807,89886.0,24.59014512705788,37.3,88.0,4.0,3.0,76.0,7.0,2.0,1.0,2.0,12.0,8.0
"Sumter, SC",33.916172,-80.382316,21.631990556293346,40662.0,22.17840844266971,35.6,86.0,8.0,2.0,83.0,11.0,0.0,2.0,1.0,2.0,3.0
"Sunbury, PA",40.851985,-76.709321,18.912415784408086,41560.0,23.56917674800082,43.6,89.0,6.0,3.0,83.0,9.0,0.0,3.0,2.0,3.0,3.0
"Susanville, CA",40.67359,-120.594333,21.637832467994976,53351.0,19.901815275716405,37.3,71.0,9.0,18.0,76.0,11.0,1.0,6.0,2.0,4.0,3.0
"Sweetwater, TX",32.30349,-100.406052,16.196240158534625,37342.0,16.690255409142672,38.2,83.0,9.0,6.0,78.0,13.0,1.0,3.0,2.0,2.0,2.0
"Syracuse, NY",43.200965,-76.076954,20.033464307871633,53191.0,20.827978430114612,38.9,86.0,9.0,3.0,80.0,8.0,2.0,5.0,1.0,3.0,5.0
"Tahlequah, OK",35.906626,-94.999664,19.11361804995971,37230.0,23.52268353038218,34.7,87.0,8.0,4.0,80.0,12.0,1.0,2.0,1.0,4.0,4.0
"Talladega-Sylacauga, AL",33.173306,-86.20399,20.510221321169116,35514.0,24.50232443582402,40.9,86.0,7.0,5.0,85.0,10.0,1.0,1.0,1.0,2.0,2.0
"Tallahassee, FL",30.386785,-84.281411,25.334420521409523,45377.0,22.14528101154373,32.4,76.0,14.0,7.0,82.0,10.0,2.0,2.0,2.0,3.0,5.0
"Tampa-St. Petersburg-Clearwater, FL",28.125539,-82.464039,24.896158951740677,46706.0,25.97631224212253,41.7,84.0,10.0,3.0,81.0,9.0,1.0,2.0,2.0,5.0,6.0
"Taos, NM",36.578298,-105.630966,21.90771292186584,35823.0,20.588112355793346,46.5,88.0,7.0,2.0,71.0,11.0,1.0,4.0,2.0,11.0,5.0
"Taylorville, IL",39.545793,-89.277268,17.136483915411027,45727.0,24.695467906213686,41.9,89.0,6.0,4.0,83.0,11.0,1.0,2.0,1.0,4.0,2.0
"Terre Haute, IN",39.391911,-87.343994,19.663394109396915,42780.0,21.532298763562956,38.1,85.0,8.0,4.0,84.0,9.0,1.0,3.0,1.0,2.0,4.0
"Texarkana, TX-AR",33.473625,-94.213728,18.824429671433354,41818.0,18.70124831890755,38.0,84.0,8.0,3.0,85.0,11.0,0.0,1.0,2.0,2.0,3.0
"The Dalles, OR",45.160048,-121.168159,23.596909267570442,43226.0,16.20250499947374,41.8,86.0,7.0,2.0,72.0,12.0,2.0,5.0,1.0,8.0,4.0
"The Villages, FL",28.704822,-82.080995,15.061956129446205,49874.0,25.021957015912378,64.5,86.0,4.0,4.0,75.0,8.0,1.0,2.0,7.0,8.0,4.0
"Thomaston, GA",32.88127,-84.299344,23.4356040908303,34614.0,22.809194906108353,41.8,83.0,14.0,3.0,81.0,14.0,0.0,1.0,1.0,2.0,2.0
"Thomasville, GA",30.863682,-83.919313,24.327748838518936,35515.0,20.991636041059436,39.3,86.0,10.0,3.0,80.0,13.0,0.0,1.0,2.0,3.0,4.0
"Tiffin, OH",41.12388,-83.127705,18.23480988720048,44947.0,20.60293935515832,39.1,86.0,7.0,5.0,85.0,7.0,0.0,4.0,2.0,2.0,3.0
"Tifton, GA",31.457438,-83.526594,22.739018087855296,34830.0,20.682877406281662,34.8,87.0,8.0,4.0,79.0,14.0,0.0,2.0,3.0,3.0,4.0
"Toccoa, GA",34.553944,-83.293433,19.120764032616012,40103.0,21.81887521610902,40.9,90.0,5.0,2.0,81.0,12.0,0.0,3.0,0.0,4.0,2.0
"Toledo, OH",41.540589,-83.693384,21.494137353433835,44775.0,20.29661065223583,37.2,83.0,11.0,3.0,85.0,8.0,1.0,3.0,1.0,3.0,5.0
"Topeka, KS",39.043815,-95.803122,18.946000748075672,50797.0,20.043645020499934,39.6,85.0,10.0,3.0,82.0,11.0,1.0,2.0,1.0,3.0,3.0
"Torrington, CT",41.792495,-73.245324,22.578675695176777,72068.0,26.587192938264575,45.4,91.0,5.0,2.0,83.0,7.0,1.0,3.0,1.0,5.0,5.0
"Traverse City, MI",44.94141,-85.905729,21.418029399610365,50817.0,21.899004153370004,44.1,87.0,6.0,5.0,80.0,11.0,1.0,2.0,2.0,5.0,6.0
"Trenton, NJ",40.283405,-74.701689,24.172265846353113,74118.0,27.454769009220104,38.3,87.0,6.0,3.0,71.0,10.0,8.0,4.0,2.0,5.0,6.0
"Troy, AL",31.802715,-85.940921,22.172083663638027,32798.0,19.018654849546138,31.1,82.0,9.0,6.0,86.0,7.0,1.0,3.0,1.0,3.0,3.0
"Truckee-Grass Valley, CA",39.30137,-120.768752,28.762577042617078,56949.0,24.91480194579569,48.8,86.0,7.0,4.0,76.0,8.0,1.0,2.0,2.0,11.0,6.0
"Tucson, AZ",32.097379,-111.789949,23.0744273570826,46233.0,24.23955589629146,37.9,79.0,15.0,2.0,77.0,10.0,3.0,2.0,4.0,5.0,5.0
"Tullahoma-Manchester, TN",35.297948,-86.116001,19.417853151270712,41158.0,22.430586104282572,40.6,85.0,8.0,4.0,85.0,9.0,0.0,2.0,1.0,3.0,3.0
"Tulsa, OK",36.250429,-96.166259,20.22129733022028,49255.0,21.279206805895516,36.7,84.0,10.0,4.0,83.0,10.0,1.0,1.0,1.0,4.0,4.0
"Tupelo, MS",34.264714,-88.684628,18.819692573319585,41701.0,21.12685654377075,36.9,86.0,8.0,5.0,87.0,9.0,0.0,1.0,1.0,2.0,3.0
"Tuscaloosa, AL",33.168056,-87.72186,22.03502651089127,43567.0,22.85806145575291,32.9,82.0,10.0,4.0,86.0,9.0,1.0,1.0,1.0,2.0,3.0
"Twin Falls, ID",42.435758,-114.570848,20.877038953837623,43282.0,17.174997031936364,33.9,82.0,10.0,5.0,82.0,10.0,0.0,2.0,2.0,4.0,4.0
"Tyler, TX",32.375035,-95.269183,21.49606805374017,46669.0,22.449116169996238,36.0,81.0,11.0,5.0,82.0,10.0,0.0,1.0,2.0,3.0,5.0
"Ukiah, CA",39.433624,-123.431554,27.276507276507278,43290.0,18.446162207862795,42.0,84.0,10.0,4.0,73.0,11.0,0.0,6.0,2.0,7.0,9.0
"Union City, TN-KY",36.415798,-89.160204,18.253521126760564,39050.0,19.44270351114593,42.0,86.0,8.0,4.0,88.0,7.0,0.0,1.0,2.0,2.0,4.0
"Urbana, OH",40.137674,-83.769497,20.080256821829856,49840.0,26.813836104513065,40.6,85.0,9.0,4.0,86.0,8.0,0.0,2.0,1.0,2.0,4.0
"Urban Honolulu, HI",25.890101,-172.069481,27.13744037183512,73581.0,27.647172980677382,37.2,85.0,9.0,0.0,64.0,15.0,8.0,5.0,4.0,3.0,4.0
"Utica-Rome, NY",43.337418,-75.181363,19.21237576412858,48094.0,20.414803478482668,41.4,87.0,8.0,4.0,82.0,8.0,1.0,4.0,1.0,4.0,4.0
"Uvalde, TX",29.357336,-99.762205,17.767948648794434,37078.0,17.87291728285517,34.5,86.0,7.0,5.0,83.0,12.0,0.0,2.0,1.0,2.0,2.0
"Valdosta, GA",30.829487,-83.241596,25.594532778527928,36289.0,19.403719619835595,30.8,79.0,12.0,5.0,83.0,9.0,0.0,2.0,3.0,3.0,4.0
"Vallejo-Fairfield, CA",38.266919,-121.940007,26.515792756270322,67341.0,29.52636066505613,37.2,83.0,11.0,4.0,76.0,14.0,3.0,2.0,1.0,4.0,5.0
"Valley, AL",32.914372,-85.392043,23.353129282777523,32835.0,25.19122697471121,43.1,86.0,9.0,3.0,86.0,11.0,0.0,0.0,0.0,2.0,3.0
"Van Wert, OH",40.855398,-84.586099,16.357998104918597,46436.0,18.700445885691124,41.5,86.0,7.0,5.0,84.0,10.0,0.0,2.0,2.0,2.0,3.0
"Vermillion, SD",42.914654,-96.975655,23.52363010893603,36627.0,14.803383988720038,25.2,66.0,15.0,11.0,71.0,8.0,0.0,12.0,4.0,5.0,6.0
"Vernal, UT",40.124775,-109.518648,18.549460417234577,62363.0,19.098464127919208,29.6,86.0,7.0,3.0,81.0,11.0,1.0,1.0,3.0,3.0,3.0
"Vernon, TX",34.080717,-99.241079,17.240638648242285,41901.0,13.547490883834,37.4,81.0,11.0,6.0,81.0,13.0,0.0,2.0,1.0,3.0,3.0
"Vicksburg, MS",32.18595,-90.878718,21.65260308868015,37686.0,18.955748935382335,37.2,93.0,5.0,2.0,87.0,8.0,0.0,1.0,2.0,2.0,3.0
"Victoria, TX",28.727942,-97.195026,18.041899938673367,50549.0,20.807149034303833,36.8,83.0,11.0,5.0,81.0,13.0,1.0,1.0,1.0,3.0,4.0
"Vidalia, GA",32.142252,-82.412207,21.104201997361972,31842.0,20.549124369249036,36.5,91.0,5.0,3.0,81.0,11.0,0.0,1.0,3.0,2.0,2.0
"Vincennes, IN",38.68909,-87.418008,17.666348815033604,42997.0,19.382792649057496,39.3,83.0,8.0,6.0,87.0,8.0,0.0,3.0,1.0,2.0,4.0
"Vineland-Bridgeton, NJ",39.328069,-75.129342,26.156551983084007,50603.0,23.774989936938145,36.7,88.0,7.0,4.0,82.0,11.0,2.0,2.0,2.0,1.0,4.0
"Vineyard Haven, MA",41.388775,-70.698772,30.257333862450015,65518.0,14.824890152494184,45.7,93.0,2.0,1.0,73.0,7.0,5.0,4.0,3.0,7.0,10.0
"Virginia Beach-Norfolk-Newport News, VA-NC",36.857487,-76.375493,25.015191411788535,59244.0,23.894307621959285,35.3,82.0,8.0,5.0,81.0,8.0,2.0,3.0,2.0,4.0,5.0
"Visalia-Porterville, CA",36.220157,-118.800473,26.288407251009026,42863.0,21.84289945265052,30.1,85.0,11.0,2.0,75.0,16.0,1.0,2.0,2.0,3.0,4.0
"Wabash, IN",40.845693,-85.794006,17.478152309612984,45657.0,18.560198300283286,42.3,85.0,10.0,4.0,86.0,6.0,0.0,3.0,1.0,2.0,3.0
"Waco, TX",31.426405,-97.089783,22.494985194383418,41876.0,19.045800818401982,33.4,81.0,12.0,5.0,81.0,12.0,1.0,2.0,1.0,3.0,4.0
"Wahpeton, ND-MN",46.296296,-96.783978,13.46652404865933,55159.0,18.49111369116728,40.3,86.0,5.0,4.0,79.0,9.0,0.0,5.0,1.0,7.0,3.0
"Walla Walla, WA",46.257061,-118.248877,19.607262888668117,47309.0,15.303916631154845,37.5,83.0,8.0,5.0,71.0,12.0,1.0,8.0,3.0,5.0,3.0
"Wapakoneta, OH",40.560912,-84.221738,16.963219828321304,52773.0,19.975477602877294,40.5,89.0,6.0,4.0,87.0,7.0,0.0,2.0,2.0,2.0,3.0
"Warner Robins, GA",32.407623,-83.636385,20.333048011827874,51404.0,21.236724662052907,35.0,85.0,8.0,5.0,85.0,11.0,0.0,1.0,1.0,2.0,4.0
"Warren, PA",41.814575,-79.274143,16.192471446914915,44391.0,20.31719723381151,46.0,90.0,6.0,2.0,80.0,9.0,0.0,5.0,2.0,3.0,3.0
"Warrensburg, MO",38.744085,-93.806367,19.592620753131378,49978.0,21.456324389751867,29.6,74.0,12.0,7.0,82.0,9.0,0.0,5.0,1.0,3.0,2.0
"Warsaw, IN",41.244097,-85.860718,17.41737183622358,52706.0,20.960287475499246,38.0,87.0,8.0,4.0,81.0,11.0,0.0,2.0,2.0,4.0,3.0
"Washington, IN",38.70241,-87.072068,16.278872282608695,47104.0,22.198826500297088,35.2,90.0,7.0,3.0,75.0,15.0,0.0,3.0,3.0,4.0,2.0
"Washington, NC",35.485833,-76.845161,21.273143025743156,40671.0,23.73477865027882,44.4,94.0,3.0,2.0,86.0,8.0,0.0,2.0,1.0,3.0,5.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.817102,-77.448122,22.9129430227996,91756.0,34.26540853194368,36.2,85.0,7.0,3.0,66.0,10.0,14.0,3.0,2.0,5.0,7.0
"Washington Court House, OH",39.559883,-83.456097,21.618690851735014,40576.0,21.90933016385092,40.6,85.0,9.0,4.0,84.0,9.0,0.0,2.0,1.0,3.0,2.0
"Waterloo-Cedar Falls, IA",42.536232,-92.471156,17.96500791630759,49897.0,16.45793965442711,35.7,84.0,9.0,4.0,83.0,8.0,0.0,5.0,1.0,3.0,4.0
"Watertown, SD",44.977853,-97.188618,16.788123029379214,47891.0,14.593699344562689,37.9,84.0,10.0,4.0,82.0,10.0,0.0,2.0,1.0,4.0,4.0
"Watertown-Fort Atkinson, WI",43.020816,-88.775874,21.59128425222846,54522.0,23.218175173589962,38.8,87.0,6.0,5.0,81.0,10.0,0.0,3.0,2.0,4.0,3.0
"Watertown-Fort Drum, NY",43.998846,-76.052107,22.512496657272745,48613.0,18.375142307541317,31.9,75.0,11.0,3.0,76.0,12.0,0.0,6.0,2.0,5.0,2.0
"Wauchula, FL",27.492698,-81.809926,19.216490275392033,36094.0,24.981221694465923,33.4,88.0,6.0,3.0,67.0,17.0,7.0,3.0,4.0,2.0,2.0
"Wausau, WI",44.898286,-89.759059,18.497926700013014,53779.0,18.926054998402094,40.2,87.0,9.0,3.0,82.0,9.0,0.0,2.0,2.0,5.0,3.0
"Waycross, GA",31.137525,-82.365681,19.57050900632877,36974.0,21.581815390912812,38.6,83.0,10.0,6.0,83.0,11.0,1.0,1.0,1.0,3.0,3.0
"Weatherford, OK",35.638862,-99.001499,17.47159090909091,45056.0,18.374895142225274,30.6,82.0,9.0,7.0,84.0,9.0,0.0,2.0,0.0,3.0,4.0
"Weirton-Steubenville, WV-OH",40.388036,-80.704261,16.92822102360091,40973.0,25.276809200464918,44.8,89.0,6.0,2.0,84.0,8.0,1.0,3.0,1.0,3.0,4.0
"Wenatchee, WA",47.8184,-120.265506,20.43959881273401,51547.0,18.766167460857726,38.5,89.0,5.0,4.0,78.0,10.0,1.0,3.0,3.0,4.0,4.0
"West Plains, MO",36.774014,-91.886542,20.250863479367386,33006.0,18.873206695005315,39.8,84.0,11.0,3.0,85.0,8.0,0.0,2.0,1.0,4.0,2.0
"Wheeling, WV-OH",39.974756,-80.841329,15.601517211765547,41919.0,22.08438339015994,43.7,89.0,6.0,3.0,84.0,8.0,1.0,3.0,1.0,2.0,4.0
"Whitewater-Elkhorn, WI",42.668484,-88.541909,22.534167932145635,53998.0,24.947729500163344,38.7,83.0,9.0,4.0,81.0,9.0,1.0,3.0,2.0,4.0,4.0
"Wichita, KS",37.624985,-97.398247,19.389333907832114,51059.0,19.000320957849862,35.3,84.0,11.0,3.0,85.0,9.0,0.0,1.0,1.0,3.0,4.0
"Wichita Falls, TX",33.774765,-98.491401,19.689706266887473,45892.0,16.119930262433474,35.2,82.0,9.0,4.0,81.0,8.0,1.0,4.0,1.0,6.0,4.0
"Williamsport, PA",41.343382,-77.064506,20.114654401987924,45877.0,20.02099329380892,41.3,88.0,8.0,3.0,82.0,9.0,2.0,4.0,1.0,3.0,3.0
"Williston, ND",48.343667,-103.480278,10.547794694710406,82823.0,17.43844461789541,34.3,78.0,11.0,2.0,83.0,9.0,0.0,3.0,1.0,4.0,4.0
"Willmar, MN",45.152382,-95.004742,19.48388832311742,52043.0,17.478651140223192,40.1,88.0,8.0,3.0,82.0,10.0,1.0,2.0,1.0,4.0,3.0
"Wilmington, NC",34.428324,-77.882829,24.6022107408246,48581.0,21.93009631443678,38.7,82.0,9.0,5.0,79.0,10.0,1.0,2.0,2.0,6.0,7.0
"Wilmington, OH",39.414978,-83.808379,19.969940534535713,45909.0,25.921044975853842,39.4,86.0,9.0,4.0,84.0,8.0,0.0,3.0,1.0,3.0,3.0
"Wilson, NC",35.705027,-77.918623,24.13302145835452,39332.0,19.924571287829806,39.5,84.0,10.0,4.0,82.0,10.0,0.0,2.0,4.0,3.0,4.0
"Winchester, VA-WV",39.272149,-78.473889,22.80999383096854,51872.0,29.595549760675254,39.9,86.0,6.0,6.0,80.0,13.0,0.0,2.0,1.0,3.0,4.0
"Winona, MN",43.98685,-91.779129,18.466870203812196,48476.0,17.308870257647104,33.9,83.0,9.0,4.0,76.0,8.0,2.0,7.0,2.0,5.0,3.0
"Winston-Salem, NC",36.076638,-80.34587,21.0186368835363,44589.0,22.805526545945686,39.8,87.0,8.0,3.0,84.0,9.0,1.0,1.0,1.0,4.0,4.0
"Wisconsin Rapids-Marshfield, WI",44.455334,-90.041543,17.785700959764515,48241.0,19.068724808692096,43.2,89.0,6.0,3.0,83.0,8.0,0.0,4.0,2.0,4.0,2.0
"Woodward, OK",36.422673,-99.264971,13.701803739864305,54387.0,19.326233427515756,36.4,84.0,9.0,4.0,87.0,7.0,1.0,2.0,2.0,2.0,3.0
"Wooster, OH",40.828867,-81.888031,18.08139062626919,49244.0,20.800956842420014,38.7,87.0,8.0,4.0,80.0,9.0,0.0,5.0,2.0,4.0,3.0
"Worcester, MA-CT",42.222807,-71.927409,22.392424453418744,64629.0,27.789092264852208,39.7,88.0,8.0,2.0,82.0,9.0,1.0,3.0,1.0,4.0,4.0
"Worthington, MN",43.67424,-95.753387,15.923718712753276,50340.0,17.37112871694619,36.8,84.0,10.0,2.0,71.0,17.0,0.0,4.0,3.0,4.0,2.0
"Yakima, WA",46.456846,-120.738703,22.959322959322957,43956.0,19.74198667089813,32.4,85.0,12.0,2.0,79.0,14.0,1.0,2.0,1.0,3.0,4.0
"Yankton, SD",43.008969,-97.394745,16.11381983854208,50044.0,14.87391062488411,40.9,85.0,7.0,3.0,81.0,10.0,0.0,5.0,1.0,3.0,4.0
"York-Hanover, PA",39.91996,-76.726518,21.084439615658845,58906.0,27.0145949010714,40.6,88.0,8.0,2.0,85.0,8.0,1.0,2.0,1.0,3.0,4.0
"Youngstown-Warren-Boardman, OH-PA",41.237806,-80.567632,18.92673295254213,42543.0,21.56174771835457,43.3,89.0,7.0,2.0,86.0,7.0,1.0,2.0,1.0,3.0,5.0
"Yuba City, CA",39.155282,-121.5179,25.583982202447164,48546.0,28.598753546818,33.6,81.0,11.0,6.0,76.0,15.0,1.0,2.0,2.0,5.0,4.0
"Yuma, AZ",32.769404,-113.905564,23.31561140647656,41380.0,19.015968956464036,33.6,82.0,10.0,2.0,78.0,13.0,1.0,3.0,2.0,4.0,3.0
"Zanesville, OH",39.965422,-81.944382,20.402081246793855,40937.0,24.48313259889263,40.1,86.0,11.0,3.0,86.0,8.0,0.0,2.0,0.0,3.0,4.0
