season,series,city,country,year,month,day,round,group,num_skater,name,nationality,rank_in_group,start_position,time,qualification,rank_lap1,time_lap1,rank_lap2,time_lap2,rank_lap3,time_lap3,rank_lap4,time_lap4,rank_lap5,time_lap5,time_event
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,116,WU Dajing,CHN,2,3,41.661,Q,2,6.91,2,9.03,2,8.47,2,8.51,2,8.75,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,179,PIVIROTTO Ryan,USA,3,4,43.109,NA,4,7.55,4,9.22,3,8.57,3,8.8,3,8.97,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,166,Rafal GRYCNER,POL,4,5,43.784,NA,3,7.2,3,9.26,4,9.05,4,9.04,4,9.24,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,108,Samuel BELANGER-MARCEAU,CAN,5,1,52.354,NA,5,10.03,5,11.2,5,10.1,5,10.87,5,10.16,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,154,HAN Seungsoo,KOR,1,4,42.306,Q,2,7.29,2,9.07,2,8.52,1,8.6,1,8.83,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,185,Freek van der WART,NED,2,2,42.397,Q,1,7.26,1,8.99,1,8.6,2,8.7,2,8.85,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,160,Roberto PUKITIS,LAT,3,5,42.959,NA,4,7.48,4,9.39,4,8.49,3,8.72,3,8.88,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,181,Soo An YOO,USA,4,1,43.421,NA,3,7.35,3,9.31,3,8.7,4,8.93,4,9.14,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,184,Yonaton Spencer SUBIN,ISR,5,3,47.487,NA,5,7.79,5,9.83,5,9.74,5,9.87,5,10.26,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,134,LIU Shaolin Sandor,HUN,1,2,42.012,Q,1,7.09,1,8.98,1,8.58,1,8.59,1,8.78,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,169,Vladimir GRIGOREV,RUS,2,3,42.1,Q,3,7.4,2,9.06,2,8.45,2,8.47,2,8.72,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,156,LEE Jung-Su,KOR,3,5,42.194,q,4,7.59,4,9.05,3,8.49,3,8.5,3,8.57,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,142,VISCARDI Davide,ITA,4,1,42.605,NA,2,7.3,3,9.23,4,8.7,4,8.57,4,8.81,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,103,Nathaniel HENRY,AUS,5,4,43.492,NA,5,7.73,5,9.18,5,8.74,5,8.84,5,9.01,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,161,BREEUWSMA Daan,NED,1,2,42.137,Q,2,7.03,2,9.07,1,8.43,1,8.73,1,8.88,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,127,SHOEBRIDGE Richard,GBR,2,1,42.17,Q,1,6.94,1,9.07,2,8.69,2,8.65,2,8.82,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,143,MURATAKE Hironobu,JPN,3,3,42.344,q,3,7.19,3,9.07,3,8.53,3,8.64,3,8.92,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,141,RODIGARI Nicola,ITA,4,4,43.453,NA,5,7.42,4,9.31,4,8.75,4,8.84,4,9.14,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,174,DUFBERG SUH Fabrice,SWE,5,5,43.947,NA,4,7.4,5,9.49,5,8.88,5,8.91,5,9.27,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,9,118,YU Jiyang,CHN,1,1,42.657,Q,1,6.9,1,9.03,1,8.79,1,9.02,1,8.92,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,9,155,KWAK Yoon-Gy,KOR,2,5,42.808,Q,5,7.35,5,8.95,5,8.83,2,8.69,2,8.99,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,9,132,KNOCH Viktor,HUN,3,3,42.904,NA,3,7.16,4,9.06,4,8.79,3,8.82,3,9.08,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,9,150,NIKISHA Denis,KAZ,4,2,43.244,NA,2,7.02,2,8.99,3,8.87,4,9.04,4,9.33,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,9,109,Patrick DUFFY,CAN,NA,4,NA,PEN,4,7.17,3,8.93,2,8.63,5,22.62,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,116,WU Dajing,CHN,1,2,40.979,Q,2,6.81,2,8.8,1,8.32,1,8.45,1,8.6,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,170,Dmitry MIGUNOV,RUS,2,1,41.197,Q,1,6.77,1,8.78,2,8.41,2,8.58,2,8.66,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,127,SHOEBRIDGE Richard,GBR,3,3,41.262,q,3,6.96,3,8.86,3,8.3,3,8.52,3,8.63,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,143,MURATAKE Hironobu,JPN,4,4,41.321,NA,4,7.1,4,8.8,4,8.32,4,8.49,4,8.62,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,156,LEE Jung-Su,KOR,1,2,41.699,Q,2,7.08,2,8.88,1,8.36,1,8.55,1,8.83,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,161,BREEUWSMA Daan,NED,2,1,41.719,Q,1,6.9,1,8.93,2,8.55,2,8.64,2,8.7,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,129,Paul STANLEY,GBR,3,4,41.846,q,3,7.2,3,8.92,3,8.39,3,8.62,3,8.72,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,149,AZHGALIYEV Abzal,KAZ,4,3,41.979,NA,4,7.33,4,8.9,4,8.47,4,8.5,4,8.78,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,134,LIU Shaolin Sandor,HUN,1,1,41.467,Q,1,6.81,1,8.86,1,8.43,1,8.48,1,8.89,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,115,SHI Jingnan,CHN,2,3,41.539,Q,3,7.17,3,8.75,2,8.26,2,8.47,2,8.89,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,126,Jon ELEY,GBR,3,4,41.571,q,4,7.36,4,8.75,3,8.34,3,8.4,3,8.73,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,169,Vladimir GRIGOREV,RUS,4,2,44.104,NA,2,7.09,2,8.76,4,8.91,4,9.52,4,9.83,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,154,HAN Seungsoo,KOR,1,1,42.269,Q,1,6.92,1,8.95,1,8.6,1,8.78,1,9.02,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,185,Freek van der WART,NED,2,2,42.453,Q,3,7.03,2,9.11,2,8.61,3,8.8,2,8.91,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,106,Mathias VOSTE,BEL,3,4,42.515,NA,2,6.96,3,9.33,3,8.67,2,8.56,3,9.0,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,133,LIU Shaoang,HUN,NA,3,NA,PEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,155,KWAK Yoon-Gy,KOR,1,3,41.854,Q,3,7.15,3,8.95,3,8.51,3,8.66,1,8.59,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,118,YU Jiyang,CHN,2,2,42.162,Q,1,6.88,1,8.95,1,8.52,1,8.8,2,9.02,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,121,FAUCONNET Thibaut,FRA,3,1,42.177,q,2,7.03,2,9.0,2,8.47,2,8.74,3,8.94,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,167,AN Victor,RUS,4,4,42.236,NA,4,7.18,4,9.01,4,8.51,4,8.67,4,8.87,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,116,WU Dajing,CHN,1,1,40.838,Q,1,6.75,1,8.63,1,8.3,1,8.45,1,8.71,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,129,Paul STANLEY,GBR,2,3,42.184,Q,4,7.08,4,8.92,3,8.44,2,8.69,2,9.06,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,156,LEE Jung-Su,KOR,3,2,42.195,NA,2,6.89,2,8.94,2,8.6,3,8.76,3,9.01,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,132,KNOCH Viktor,HUN,4,4,NA,NA,3,6.97,3,8.92,4,24.42,NA,NA,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,155,KWAK Yoon-Gy,KOR,1,3,40.974,Q,4,7.23,4,8.85,4,8.15,4,8.25,1,8.5,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,127,SHOEBRIDGE Richard,GBR,2,2,41.197,Q,2,6.97,2,8.8,2,8.25,2,8.32,2,8.86,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,170,Dmitry MIGUNOV,RUS,3,1,51.121,ADV,1,6.83,1,8.75,1,8.24,1,8.43,3,18.88,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,121,FAUCONNET Thibaut,FRA,NA,4,NA,PEN,3,7.15,3,8.75,3,8.21,3,8.31,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,134,LIU Shaolin Sandor,HUN,1,1,41.166,Q,1,6.85,1,8.89,1,8.26,1,8.46,1,8.71,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,169,Vladimir GRIGOREV,RUS,2,4,41.221,Q,4,7.07,4,9.01,4,8.32,2,8.28,2,8.55,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,161,BREEUWSMA Daan,NED,3,2,41.469,NA,3,6.97,3,8.98,3,8.33,3,8.46,3,8.73,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,118,YU Jiyang,CHN,4,3,41.562,NA,2,6.95,2,8.87,2,8.36,4,8.68,4,8.71,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,154,HAN Seungsoo,KOR,1,3,40.859,Q,3,7.13,3,8.71,2,8.22,1,8.28,1,8.52,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,115,SHI Jingnan,CHN,2,1,40.989,Q,1,6.86,1,8.69,1,8.34,2,8.47,2,8.63,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,185,Freek van der WART,NED,3,4,41.094,NA,4,7.28,4,8.69,4,8.21,3,8.42,3,8.5,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,126,Jon ELEY,GBR,4,2,41.374,NA,2,6.98,2,8.79,3,8.33,4,8.59,4,8.69,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,116,WU Dajing,CHN,1,1,40.869,QA,1,6.68,1,8.67,1,8.43,1,8.47,1,8.62,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,134,LIU Shaolin Sandor,HUN,2,3,41.442,QA,4,7.32,4,9.03,4,8.23,4,8.36,2,8.51,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,170,Dmitry MIGUNOV,RUS,3,5,41.657,ADA,2,6.96,2,8.97,2,8.3,2,8.32,3,9.11,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,129,Paul STANLEY,GBR,4,4,42.884,QB,5,7.52,5,9.0,5,8.42,5,8.74,4,9.21,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,115,SHI Jingnan,CHN,NA,2,NA,PEN,3,7.2,3,8.91,3,8.23,3,8.28,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,155,KWAK Yoon-Gy,KOR,1,2,41.931,QA,3,7.14,3,9.13,3,8.51,3,8.54,1,8.62,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,169,Vladimir GRIGOREV,RUS,2,4,42.008,QA,4,7.2,4,9.14,4,8.56,4,8.53,2,8.58,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,154,HAN Seungsoo,KOR,3,1,42.085,QB,1,6.95,2,9.23,1,8.46,2,8.63,3,8.82,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,127,SHOEBRIDGE Richard,GBR,4,3,42.266,QB,2,7.01,1,9.08,2,8.56,1,8.57,4,9.05,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalB,1,154,HAN Seungsoo,KOR,1,1,41.508,NA,1,6.83,1,8.88,1,8.44,1,8.6,1,8.76,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalB,1,127,SHOEBRIDGE Richard,GBR,2,2,41.724,NA,2,6.96,2,8.86,2,8.43,2,8.68,2,8.8,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalB,1,129,Paul STANLEY,GBR,3,3,41.763,NA,3,7.13,3,8.89,3,8.39,3,8.62,3,8.74,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,116,WU Dajing,CHN,1,1,40.72,NA,1,6.81,1,8.61,1,8.24,1,8.45,1,8.61,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,170,Dmitry MIGUNOV,RUS,2,3,40.846,NA,2,6.94,2,8.83,2,8.23,2,8.34,2,8.51,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,155,KWAK Yoon-Gy,KOR,3,4,41.051,NA,5,7.32,3,8.76,3,8.12,3,8.25,3,8.61,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,134,LIU Shaolin Sandor,HUN,4,2,42.081,NA,4,7.09,5,9.54,5,8.44,5,8.44,4,8.58,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,169,Vladimir GRIGOREV,RUS,5,5,42.084,NA,3,7.06,4,9.28,4,8.4,4,8.48,5,8.87,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,1,114,HAN Tianyu,CHN,1,2,42.426,Q,2,7.16,1,9.14,1,8.65,1,8.64,1,8.84,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,1,146,Satoshi SAKASHITA,JPN,2,3,42.464,Q,3,7.25,2,9.21,2,8.56,2,8.65,2,8.8,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,1,131,BURJAN Csaba,HUN,3,4,43.783,NA,4,7.47,4,9.3,4,8.98,3,8.9,3,9.14,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,1,140,Massimo GURINI,ITA,4,1,44.476,NA,1,7.02,3,9.6,3,9.06,4,9.32,4,9.48,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,2,170,Dmitry MIGUNOV,RUS,1,2,41.426,Q,1,6.75,1,8.91,1,8.41,1,8.53,1,8.83,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,2,118,YU Jiyang,CHN,2,4,41.638,Q,2,6.89,2,8.88,2,8.4,2,8.61,2,8.86,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,2,177,Cole KRUEGER,USA,3,1,41.894,q,3,6.97,3,9.05,3,8.44,3,8.6,3,8.84,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,2,123,Jeremy MASSON,FRA,4,3,42.497,NA,4,7.09,4,9.09,4,8.49,4,8.85,4,8.98,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,2,128,SIMMS Billy,GBR,5,5,42.987,NA,5,7.31,5,9.08,5,8.64,5,8.85,5,9.11,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,3,110,Yoan GAUTHIER,CAN,1,2,42.116,Q,1,7.04,1,9.02,1,8.54,1,8.67,1,8.85,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,3,165,KNEGT Sjinkie,NED,2,4,42.367,Q,4,7.42,4,8.99,4,8.48,2,8.82,2,8.66,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,3,139,DOTTI Tommaso,ITA,3,3,43.069,NA,3,7.27,3,9.08,3,8.52,3,8.98,3,9.22,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,3,119,BEAUCHAMP Paul,FRA,4,1,43.145,NA,2,7.19,2,9.05,2,8.6,4,9.02,4,9.29,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,4,153,ZHUMAGAZIYEV Nurbergen,KAZ,1,1,42.222,Q,1,7.09,1,9.08,1,8.58,1,8.59,1,8.89,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,4,157,PARK Se Yeong,KOR,2,4,42.25,Q,4,7.49,3,9.08,3,8.36,2,8.55,2,8.77,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,4,171,Kirill SHASHIN,RUS,3,3,42.457,q,2,7.25,2,9.08,2,8.51,3,8.64,3,8.98,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,4,135,VARNYU Alex,HUN,4,5,44.443,NA,5,7.74,4,9.29,4,8.94,4,9.06,4,9.42,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,4,173,JANSSON Jacob,SWE,5,2,NA,NA,3,7.45,5,21.44,5,13.54,5,10.78,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,108,Samuel BELANGER-MARCEAU,CAN,1,1,41.736,Q,1,6.83,1,9.03,1,8.46,1,8.61,1,8.81,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,115,SHI Jingnan,CHN,2,3,41.819,Q,2,7.07,2,8.86,2,8.51,2,8.59,2,8.79,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,169,Vladimir GRIGOREV,RUS,3,4,42.222,q,3,7.24,3,9.23,3,8.49,3,8.6,3,8.67,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,102,BODA Pierre,AUS,4,5,42.96,NA,5,7.31,5,9.33,5,8.72,4,8.67,4,8.93,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,5,164,HOOGERWERF Dylan,NED,5,2,43.31,NA,4,7.25,4,9.3,4,8.73,5,8.82,5,9.21,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,178,KRUEGER John-Henry,USA,1,4,42.376,Q,4,7.35,3,9.25,2,8.62,2,8.52,1,8.64,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,130,WHELBOURNE Jack,GBR,2,2,42.475,Q,1,7.03,1,9.29,1,8.54,1,8.7,2,8.92,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,145,Kei SAITO,JPN,3,3,45.796,NA,2,7.17,4,9.82,3,9.03,3,9.45,3,10.33,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,6,122,JEANNE Vincent,FRA,4,1,NA,NA,3,7.24,2,9.35,4,30.13,NA,NA,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,155,KWAK Yoon-Gy,KOR,1,1,41.671,Q,1,6.9,1,8.86,1,8.55,1,8.57,1,8.8,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,176,CARROLL Keith,USA,2,4,50.282,Q,4,7.2,4,9.01,4,8.43,4,8.56,2,17.09,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,126,Jon ELEY,GBR,3,2,62.347,ADV,2,6.91,2,8.97,2,8.52,2,8.61,3,29.34,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,7,136,BYKANOV Vladislav,ISR,NA,3,NA,PEN,3,7.08,3,8.91,3,8.45,3,8.64,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,112,HAMELIN Charles,CAN,1,3,41.157,Q,2,6.88,1,8.87,1,8.31,1,8.46,1,8.64,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,154,HAN Seungsoo,KOR,2,2,41.453,Q,1,6.88,2,9.06,2,8.33,2,8.51,2,8.68,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,148,YOKOYAMA Hiroki,JPN,3,5,41.566,q,3,7.1,3,8.94,3,8.38,3,8.42,3,8.73,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,149,AZHGALIYEV Abzal,KAZ,4,1,42.539,NA,4,7.2,4,9.06,4,8.5,4,8.71,4,9.07,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Preliminaries,8,162,de LAAT Itzhak,NED,5,4,42.631,NA,5,7.28,5,9.09,5,8.48,5,8.63,5,9.16,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,165,KNEGT Sjinkie,NED,1,3,41.423,Q,3,7.16,3,8.99,1,8.24,2,8.56,1,8.48,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,155,KWAK Yoon-Gy,KOR,2,2,41.433,Q,2,7.01,2,9.0,2,8.38,1,8.44,2,8.61,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,114,HAN Tianyu,CHN,3,4,41.669,q,4,7.33,4,8.96,4,8.33,3,8.51,3,8.54,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,1,148,YOKOYAMA Hiroki,JPN,4,1,42.075,NA,1,6.9,1,9.01,3,8.58,4,8.75,4,8.84,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,110,Yoan GAUTHIER,CAN,1,1,41.831,Q,1,6.91,1,9.0,1,8.45,1,8.59,1,8.89,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,130,WHELBOURNE Jack,GBR,2,3,41.92,Q,3,7.26,3,8.92,3,8.38,3,8.45,2,8.91,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,153,ZHUMAGAZIYEV Nurbergen,KAZ,3,2,42.034,q,2,7.01,2,9.01,2,8.44,2,8.52,3,9.06,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,2,176,CARROLL Keith,USA,4,4,56.609,NA,4,7.34,4,8.96,4,8.47,4,8.45,4,23.39,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,112,HAMELIN Charles,CAN,1,1,41.516,Q,1,6.71,1,8.95,1,8.55,1,8.41,1,8.9,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,157,PARK Se Yeong,KOR,2,3,41.598,Q,3,6.99,3,8.83,2,8.51,2,8.29,2,8.98,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,126,Jon ELEY,GBR,3,5,41.701,q,5,7.12,4,8.83,3,8.52,3,8.39,3,8.85,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,171,Kirill SHASHIN,RUS,4,4,41.763,NA,4,7.05,5,9.08,4,8.55,4,8.38,4,8.71,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,3,118,YU Jiyang,CHN,NA,2,NA,PEN,2,6.73,2,8.96,5,9.11,5,8.72,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,178,KRUEGER John-Henry,USA,1,3,41.617,Q,1,6.89,1,9.06,1,8.44,1,8.54,1,8.69,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,169,Vladimir GRIGOREV,RUS,2,2,41.766,Q,3,7.22,3,8.91,3,8.44,3,8.53,2,8.67,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,146,Satoshi SAKASHITA,JPN,3,4,42.163,q,4,7.45,4,8.88,4,8.4,4,8.58,3,8.86,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,4,108,Samuel BELANGER-MARCEAU,CAN,NA,1,NA,PEN,2,7.09,2,8.95,2,8.44,2,8.55,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,177,Cole KRUEGER,USA,1,4,42.568,Q,4,7.22,4,8.9,2,8.64,1,8.86,1,8.95,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,154,HAN Seungsoo,KOR,2,2,42.608,Q,3,7.14,3,8.82,3,9.22,2,8.72,2,8.71,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,170,Dmitry MIGUNOV,RUS,3,1,47.341,NA,1,6.84,1,8.82,4,10.17,3,10.23,3,11.29,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Heats,5,115,SHI Jingnan,CHN,4,3,NA,NA,2,6.93,2,8.82,1,8.92,4,33.48,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,112,HAMELIN Charles,CAN,1,1,40.791,Q,2,6.84,2,8.87,2,8.22,2,8.34,1,8.52,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,170,Dmitry MIGUNOV,RUS,2,4,40.858,Q,1,6.7,1,8.77,1,8.28,1,8.43,2,8.68,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,130,WHELBOURNE Jack,GBR,3,3,41.517,NA,4,7.15,3,8.92,3,8.33,3,8.44,3,8.68,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,1,157,PARK Se Yeong,KOR,4,2,52.099,NA,3,7.01,4,9.43,4,10.62,4,12.21,4,12.83,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,178,KRUEGER John-Henry,USA,1,1,41.063,Q,1,6.87,1,8.86,1,8.27,1,8.34,1,8.73,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,115,SHI Jingnan,CHN,2,3,41.443,Q,3,7.08,3,8.76,4,8.83,4,8.37,2,8.41,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,169,Vladimir GRIGOREV,RUS,3,2,41.726,ADV,2,6.97,2,8.86,2,8.39,2,8.3,3,9.21,2014.87
