name,state,breast,colorectal,prostate,lung,melanoma,poverty,income,region,lat,lon
wharton,tx,97.4,54.8,119.5,49.7,14.9,18.7,42862,west_south_central,29.277862,-96.222104
wichita,tx,105.2,39.2,76.2,74.9,19,19.5,43473,west_south_central,33.98798,-98.703615
williamson,tx,114.2,32,103.8,50.9,15,7.8,71252,west_south_central,30.648042,-97.600761
wilson,tx,96.8,28,83.6,43.7,13.3,11.3,60844,west_south_central,29.174006,-98.086573
wise,tx,98,39.6,80.8,63.1,11.9,11.3,58392,west_south_central,33.2159,-97.65446
wood,tx,101.6,44.8,86.9,75.4,16.8,15.7,45763,west_south_central,32.786405,-95.382062
young,tx,106.4,45.1,87.8,74.2,27.2,18.2,44372,west_south_central,33.176696,-98.687767
box elder,ut,112.8,30,151.6,20.4,35.5,10.4,60372,mountain,41.521018,-113.082025
cache,ut,111.8,25.3,128.7,15.8,25.2,14.2,49556,mountain,41.72243,-111.743625
carbon,ut,109.5,44.9,142.2,51.1,15.4,16.1,44594,mountain,39.648138,-110.588798
davis,ut,123.6,32.1,171.3,25,40.1,8.2,70456,mountain,40.990069,-112.111371
duchesne,ut,85,43.6,114.6,50.2,32.8,10.5,61386,mountain,40.298242,-110.425184
iron,ut,104.6,26.4,130.6,29.5,41.4,19.4,43439,mountain,37.859193,-113.289466
salt lake,ut,117,31,131.2,32.1,37.1,12.7,61716,mountain,40.667317,-111.923603
sanpete,ut,132.1,33.1,112.6,29.3,15.7,18.2,45338,mountain,39.373916,-111.576355
sevier,ut,116.6,29.5,154.6,30.3,31.5,13.7,49877,mountain,38.747777,-111.804509
summit,ut,119.9,24.2,126.7,18.2,59.4,7.6,81907,mountain,40.868166,-110.955893
tooele,ut,116.2,33.1,206.6,40.2,38.3,9.1,59400,mountain,40.448749,-113.131091
uintah,ut,85.8,46.3,110.6,27.6,27.5,10.8,62028,mountain,40.124775,-109.518648
utah,ut,111.7,33,151,18.5,25.6,13.8,60069,mountain,40.11996,-111.670336
wasatch,ut,125.8,38,150.4,34.5,40,8.2,64423,mountain,40.330774,-111.168184
washington,ut,103,29.9,165.5,29.7,33.3,15.4,50378,mountain,37.280406,-113.504711
weber,ut,101.4,33.3,149.9,33.6,32.5,13.3,54055,mountain,41.269843,-111.913384
accomack,va,104.2,38.9,135.8,91.1,33.7,19.3,38064,south_atlantic,37.764939,-75.756557
albemarle,va,97.5,25.6,84.2,41,23.8,9.5,70032,south_atlantic,38.022922,-78.556531
alexandria city,va,100.4,21.1,100.9,28.8,11.1,8.8,85562,south_atlantic,38.818374,-77.08617
alleghany,va,103.9,33.9,71.9,54.8,13,13.7,44983,south_atlantic,37.787601,-80.006988
amherst,va,99,38.3,87,64.7,9.5,14.2,47268,south_atlantic,37.604775,-79.145107
arlington,va,141.3,30,88.7,37.2,13.4,8.5,101533,south_atlantic,38.878632,-77.100998
augusta,va,103.6,32.3,105.7,51.7,26.6,8.9,54834,south_atlantic,38.171127,-79.134132
botetourt,va,117.9,39.8,80.7,56.4,25,7.4,61005,south_atlantic,37.557124,-79.812332
buchanan,va,71.9,37.4,48.2,53.9,11.8,24.4,31621,south_atlantic,37.266634,-82.036033
buckingham,va,73.6,37.4,101.7,76.7,18.4,22.8,39538,south_atlantic,37.572243,-78.528711
campbell,va,88.9,38.6,69.3,54.2,11.8,13.3,47982,south_atlantic,37.205632,-79.096366
caroline,va,108.2,43.7,143.9,83.6,14.5,14.5,55760,south_atlantic,38.02682,-77.346961
carroll,va,70.5,33.3,78.7,56.4,17.7,16.5,36218,south_atlantic,36.731543,-80.733903
charlottesville city,va,265.9,81.8,234.6,114.7,33.3,22.9,45320,south_atlantic,38.037425,-78.485572
chesapeake city,va,136.7,39.6,129.5,71.6,19.1,9.6,66516,south_atlantic,36.677752,-76.302433
chesterfield,va,135.1,40.9,166.6,69.4,25.6,8,67454,south_atlantic,37.378519,-77.586942
colonial heights city,va,163.8,36.4,142.2,69.5,31.9,10.8,49715,south_atlantic,37.26504,-77.396907
covington city,va,221.9,72.3,124.5,167,65.1,16.9,33904,south_atlantic,37.778616,-79.986756
culpeper,va,89.3,37.9,98.2,70.6,17,10.1,63876,south_atlantic,38.486063,-77.955888
danville city,va,158.5,67.4,159.3,92.4,8.7,25,30940,south_atlantic,36.583141,-79.40877
dinwiddie,va,95.4,34.3,128,70.9,17.5,14.5,51864,south_atlantic,37.075904,-77.632354
essex,va,138,46.7,116.2,81.5,21.3,15.5,44427,south_atlantic,37.939075,-76.940898
fairfax,va,131.6,32.6,102.5,40,13.2,6,110658,south_atlantic,38.834515,-77.275956
fauquier,va,110.4,32.3,94,48.7,10.6,7,82705,south_atlantic,38.738615,-77.809338
floyd,va,92.8,31.9,82.9,47.5,18.4,14.2,41652,south_atlantic,36.931603,-80.362592
fluvanna,va,117.8,33.8,97,66.4,24.4,8.2,63117,south_atlantic,37.841868,-78.277454
franklin,va,122,34.3,105.2,53.1,24.6,14.4,48070,south_atlantic,36.991938,-79.881041
frederick,va,139.4,35.9,81.6,72.3,20.1,7.9,68166,south_atlantic,39.204556,-78.262581
fredericksburg city,va,157,38.9,211.5,95.1,18.6,17.5,48152,south_atlantic,38.299193,-77.487069
giles,va,96.9,41.3,77,66.7,30,13.3,43504,south_atlantic,37.314032,-80.703738
gloucester,va,121.6,33.2,159.8,88.7,25.1,10.6,58824,south_atlantic,37.401209,-76.522967
goochland,va,99.7,48.6,151.7,66.3,29.8,7.5,76843,south_atlantic,37.721983,-77.916363
grayson,va,79.5,28.4,81.6,63.6,15,18.3,33302,south_atlantic,36.65659,-81.22505
greene,va,106.9,37.9,66.5,62.5,20.8,11.5,59730,south_atlantic,38.297652,-78.466877
halifax,va,120.6,35.4,124.6,58.7,8.4,22.2,35553,south_atlantic,36.766954,-78.936624
hampton city,va,131.1,36.9,174.3,76.8,15.2,15.6,45293,south_atlantic,37.048728,-76.29536
hanover,va,148.3,55.3,136.4,80.7,25.1,5.6,77316,south_atlantic,37.760151,-77.490874
harrisonburg city,va,194.9,49.1,150.5,91.2,33.1,29.3,37588,south_atlantic,38.436188,-78.873479
henrico,va,133.5,38.7,139.3,57.2,23.5,11.3,60050,south_atlantic,37.537991,-77.405813
henry,va,132.5,45.4,109.2,69.9,13.4,18.5,36066,south_atlantic,36.682775,-79.873957
hopewell city,va,134.9,54.5,179,89.5,19.3,22.6,39440,south_atlantic,37.291362,-77.298544
isle of wight,va,143.3,35.3,117.2,63,26.3,10.6,62495,south_atlantic,36.906729,-76.709126
james city,va,120.8,29.1,88.7,42.8,35,7.5,75806,south_atlantic,37.313311,-76.77375
king george,va,121.3,49.4,106,92.7,18,7.9,78180,south_atlantic,38.273739,-77.156506
king william,va,142.3,55,140,60.8,39.9,9.1,61183,south_atlantic,37.706601,-77.088385
lancaster,va,137.1,31.4,160.9,58.5,32.9,15.2,46578,south_atlantic,37.701706,-76.42023
loudoun,va,125.3,32.4,102.5,40.8,12.1,3.8,117680,south_atlantic,39.090682,-77.635724
louisa,va,120.9,39.4,105.6,80,18.2,11.7,53170,south_atlantic,37.978208,-77.962984
lynchburg city,va,147.5,45.2,119.9,75.9,19,22.6,39918,south_atlantic,37.400416,-79.191108
madison,va,74.8,41.2,112.6,81.9,25.3,12.7,51805,south_atlantic,38.413692,-78.27924
manassas city,va,115.9,39.2,99.4,55.1,12.9,10.1,70133,south_atlantic,38.74796,-77.483913
mathews,va,119.7,37.7,159.8,64.6,26.5,10.5,55128,south_atlantic,37.417311,-76.271287
mecklenburg,va,112.3,34.3,143,75.2,16.7,17.1,38439,south_atlantic,36.680361,-78.362727
middlesex,va,146.1,40.4,139.6,79.4,30.7,15.5,47399,south_atlantic,37.622708,-76.505913
montgomery,va,113.6,39.1,90.1,54,19.4,23.4,46024,south_atlantic,37.174246,-80.386994
nelson,va,145.9,49.9,123.2,92,32.7,15.8,45990,south_atlantic,37.787409,-78.886757
new kent,va,154.6,35.9,158.7,76.4,23.5,6.7,72150,south_atlantic,37.505143,-76.997128
newport news city,va,138.5,38.1,135.5,75.2,17.7,17.5,47421,south_atlantic,37.076068,-76.516459
norfolk city,va,138.8,45.5,139.5,75.6,15.5,23.3,42949,south_atlantic,36.923343,-76.245618
northampton,va,107.3,49.6,145,83.6,27.8,22.4,36211,south_atlantic,37.300785,-75.928542
northumberland,va,144.5,35.7,123.2,71.6,19.2,16.1,49054,south_atlantic,37.854668,-76.379523
nottoway,va,146,56.7,193.5,67.6,17.1,23.5,34805,south_atlantic,37.143063,-78.051264
orange,va,141.9,43,129.9,77.8,22.1,10.4,60829,south_atlantic,38.246236,-78.013492
page,va,117.1,40.4,70,66.1,23.4,15.3,41070,south_atlantic,38.619976,-78.484132
patrick,va,97.4,30.2,59.4,51.2,13,19.4,34654,south_atlantic,36.678326,-80.284354
petersburg city,va,180.1,54.1,299.1,113.1,12.7,28.1,32623,south_atlantic,37.204171,-77.391445
pittsylvania,va,82.6,39.7,87.2,59.3,10.8,15.2,40608,south_atlantic,36.821325,-79.397113
poquoson city,va,147.9,27.3,86,50.2,49.3,5.5,82815,south_atlantic,37.150269,-76.270566
portsmouth city,va,133.2,46.2,138.2,78.3,12.1,20.9,43041,south_atlantic,36.858929,-76.356635
powhatan,va,112.6,35.9,142.5,65.8,20.6,7.7,74820,south_atlantic,37.550202,-77.915186
prince george,va,104.5,29.3,142.5,65.2,17.8,12.9,65625,south_atlantic,37.186533,-77.22413
prince william,va,111.8,32.4,89.7,48.4,9.2,7,93671,south_atlantic,38.701718,-77.477301
pulaski,va,91.7,29.9,78.8,62.8,14.5,15.7,43555,south_atlantic,37.063612,-80.714339
richmond city,va,123.9,43,160.3,76.1,13.5,25.4,39249,south_atlantic,37.529421,-77.475559
roanoke,va,115.5,32,91.1,55.2,28.1,7.7,57663,south_atlantic,37.269248,-80.067869
roanoke city,va,142.6,59.9,160.8,95.5,25,23.3,37223,south_atlantic,37.278408,-79.958084
rockbridge,va,83.4,25,72.1,32,22.4,13.6,46882,south_atlantic,37.814328,-79.448109
rockingham,va,97.8,28.8,79.6,49.4,22,9.6,55636,south_atlantic,38.512127,-78.875758
russell,va,82.5,30,85.4,63.5,9.2,18.8,36107,south_atlantic,36.93376,-82.095638
salem city,va,175.6,40.5,139.8,71.5,34.5,10.1,47837,south_atlantic,37.286409,-80.055385
shenandoah,va,125.1,27.5,85.6,67.4,17.6,11.6,47874,south_atlantic,38.858298,-78.570831
smyth,va,89.1,34.5,81.8,92,14.9,17.3,37475,south_atlantic,36.843882,-81.537025
southampton,va,115.9,39,113.9,63.8,20.8,16.7,46547,south_atlantic,36.720402,-77.106096
spotsylvania,va,119,34.4,117.9,68.2,15.4,7.7,73112,south_atlantic,38.185024,-77.655972
stafford,va,125.6,33.1,104.8,77.4,14.2,6.4,93014,south_atlantic,38.4207,-77.457428
staunton city,va,155.5,54.9,177.2,96.8,31.2,15.8,39712,south_atlantic,38.159298,-79.060842
suffolk city,va,140.7,44.8,140.9,68.3,20.5,11.5,59468,south_atlantic,36.701782,-76.634099
tazewell,va,62,30,65.1,67.6,18.2,17.5,38336,south_atlantic,37.124971,-81.560659
virginia beach city,va,132.5,36.9,113.4,67.5,29.1,9,62509,south_atlantic,36.777838,-76.016372
warren,va,107.2,40.1,86.3,72.1,10.6,12,56291,south_atlantic,38.908916,-78.207783
washington,va,132.9,36.5,82.8,75.6,15.9,14.9,42242,south_atlantic,36.724479,-81.959661
waynesboro city,va,156.1,49.6,200.1,88.3,35.7,16.7,42434,south_atlantic,38.067321,-78.901209
westmoreland,va,101,49.9,116,74.7,14,15.3,45927,south_atlantic,38.112822,-76.799907
winchester city,va,135.6,34.3,79.3,57.1,15.8,14.1,43943,south_atlantic,39.17339,-78.174529
wise,va,110.6,35.1,76.8,84.3,7,19.3,37490,south_atlantic,36.975217,-82.621242
wythe,va,104.8,45.9,89.9,74.7,19.2,15.1,41168,south_atlantic,36.917132,-81.07859
york,va,107.6,26.1,107.9,48.4,23.1,6,78327,south_atlantic,37.238012,-76.442493
addison,vt,133.8,32.1,115.6,65.6,23.2,10.5,54683,new_england,44.030909,-73.140941
bennington,vt,122.2,34.4,118.8,64.3,32.2,15.1,48290,new_england,43.035463,-73.092952
caledonia,vt,104.3,49.6,106,74.8,24.8,14.3,43011,new_england,44.464704,-72.102213
chittenden,vt,145.5,32.7,119.3,65.5,35.5,10.1,62618,new_england,44.460981,-73.080921
franklin,vt,124.1,45.7,92.5,79.6,27,11.8,55912,new_england,44.857514,-72.912027
lamoille,vt,132.8,39.4,101.6,66.1,37.3,12.3,46742,new_england,44.605731,-72.641429
orange,vt,117.6,35.6,98.3,67.2,26.1,13,51348,new_england,44.005597,-72.376607
orleans,vt,123.7,31.9,94.2,59.4,24.3,15,40522,new_england,44.828809,-72.243806
rutland,vt,125.7,43.3,108,72.6,23.5,13.5,45757,new_england,43.580092,-73.036609
washington,vt,126.9,40.7,127.5,61,31.8,12.6,52619,new_england,44.273384,-72.614978
windham,vt,126.4,41.5,96.1,58.9,26.8,14.7,46642,new_england,42.990594,-72.713844
windsor,vt,121.8,32.4,110.8,67.4,34.8,11.2,51218,new_england,43.580003,-72.586239
asotin,wa,101.3,23.9,76.9,66.8,20.8,16.8,42842,pacific,46.191855,-117.203073
benton,wa,141.3,42.3,116.3,59.9,16.7,13.2,59264,pacific,46.239776,-119.511198
chelan,wa,120.5,34.2,149.5,49.8,23.7,16,50033,pacific,47.869106,-120.618905
clallam,wa,142.5,38.9,115.9,69.6,27,17.5,46531,pacific,48.110438,-123.934315
clark,wa,132.6,36.6,87.9,62.1,25.4,12.6,57886,pacific,45.779266,-122.482587
cowlitz,wa,124.9,42.8,103.4,66.3,24.5,15.9,48447,pacific,46.193292,-122.680785
douglas,wa,109.3,34.3,181,42,21.3,14.4,49293,pacific,47.736073,-119.691715
franklin,wa,100.8,39.9,109.3,52.7,12.2,17.1,52720,pacific,46.534766,-118.898894
grant,wa,113.8,33.9,113.6,57.1,17,18.4,46065,pacific,47.205661,-119.451769
grays harbor,wa,112.8,47.7,150.1,81.9,18.2,19.4,41791,pacific,47.144448,-123.828467
island,wa,138.1,40.1,135.7,48.2,36.9,10.9,53306,pacific,48.162915,-122.575258
jefferson,wa,125.4,32.5,171,55.7,37.3,13.6,47709,pacific,47.776554,-123.57431
king,wa,143.8,35.5,127,51.8,27.6,12.4,71779,pacific,47.490844,-121.83583
kitsap,wa,130.4,39.6,156.3,60.5,31.7,11.4,62516,pacific,47.639831,-122.648996
kittitas,wa,102.6,28.8,115.7,47.4,21.1,19,47287,pacific,47.124171,-120.679723
klickitat,wa,114.3,31.4,130.6,47.6,23.9,15.9,47960,pacific,45.873779,-120.78926
lewis,wa,114.5,39.4,92.8,61.9,17.2,18.9,41325,pacific,46.577725,-122.39241
mason,wa,132,39.1,111.7,75.9,29.9,18.2,46886,pacific,47.350475,-123.183091
okanogan,wa,118.6,33.8,135.2,62.8,20.1,21.7,39014,pacific,48.548851,-119.740786
pacific,wa,111.9,38.1,118,62,17,19,35703,pacific,46.551282,-123.77886
pend oreille,wa,120.9,38,95.8,74.9,27.9,18.8,44882,pacific,48.532299,-117.273973
pierce,wa,142.2,39.7,141.9,76.1,20.8,14.1,57619,pacific,47.037643,-122.137349
san juan,wa,141.4,25.9,138.8,34.8,49.4,10.4,56667,pacific,48.563671,-122.978343
skagit,wa,137.7,43.1,140.5,63.1,32.5,16.3,52525,pacific,48.48215,-121.80227
snohomish,wa,135.1,40,130.4,64.1,30.5,11.2,67443,pacific,48.046016,-121.722183
spokane,wa,137.3,36.1,111.9,59.8,23.5,17,47577,pacific,47.620639,-117.404009
stevens,wa,118.8,39.6,87.9,58.7,26.2,16.5,43675,pacific,48.399064,-117.855137
thurston,wa,135.6,42.8,128,63.8,27.1,12.5,59877,pacific,46.929501,-122.832076
walla walla,wa,120.2,38.1,130.9,53.4,22.6,17.3,46294,pacific,46.229801,-118.478453
whatcom,wa,139,34.5,129.6,59.8,30,16.4,51119,pacific,48.829736,-121.87287
whitman,wa,120.6,29.2,108.6,41.7,20.1,26.4,42702,pacific,46.90117,-117.522989
yakima,wa,113.4,32.1,106.3,57.6,18,21.1,41918,pacific,46.456846,-120.738703
adams,wi,117.4,39.4,100.7,85.7,24.4,15.1,43814,east_north_central,43.96954,-89.770399
barron,wi,108.2,38.2,96.6,58.9,18,13.5,44086,east_north_central,45.423723,-91.848312
bayfield,wi,99.3,29.6,75.7,54.9,16.9,13.9,45466,east_north_central,46.635435,-91.180687
brown,wi,119.5,36.2,130.5,57.9,31.8,12.1,51956,east_north_central,44.474328,-87.992858
buffalo,wi,99.2,28,110.5,52.4,19.7,12,48418,east_north_central,44.379832,-91.75447
calumet,wi,123.3,36.9,127.2,53.3,32.1,6.4,66657,east_north_central,44.081603,-88.218058
chippewa,wi,131.3,40.9,120.5,65.8,23.3,11.5,49491,east_north_central,45.069408,-91.279887
clark,wi,123.7,44.7,130.8,52.3,16.4,14.5,42477,east_north_central,44.734728,-90.612059
columbia,wi,141.3,48.6,110.8,64.3,22.8,9.2,57613,east_north_central,43.466607,-89.333739
crawford,wi,131,40.1,138.1,62.4,21.5,14.3,41598,east_north_central,43.239462,-90.931048
dane,wi,132,34.9,99.7,54.3,26.3,13.7,60326,east_north_central,43.067406,-89.418335
dodge,wi,108.6,35.5,115.5,58.6,20.9,9.4,51623,east_north_central,43.416295,-88.707508
door,wi,131.3,32.8,122.3,53.8,39.7,10.1,51761,east_north_central,45.03263,-87.028957
douglas,wi,79,31.6,93.2,58.1,16.8,17.3,43417,east_north_central,46.46411,-91.899402
dunn,wi,120.4,32.7,88.6,45.4,15.5,14.9,50425,east_north_central,44.946583,-91.896405
eau claire,wi,125.8,38.5,107.1,57.1,25.7,13.7,49345,east_north_central,44.726775,-91.285982
fond du lac,wi,129.8,38.5,127.3,60.7,31.3,9.1,54649,east_north_central,43.753589,-88.488263
grant,wi,112.2,40.7,111.6,51.5,20.8,17.2,45854,east_north_central,42.867482,-90.70622
green,wi,94.4,32.5,120.2,58.6,18.4,10.7,55732,east_north_central,42.680009,-89.602222
green lake,wi,131.8,37.4,95.5,53.7,26.2,13.9,44184,east_north_central,43.800376,-89.044861
iowa,wi,116.6,49.8,110,56,22.8,11,53186,east_north_central,43.000474,-90.135384
jefferson,wi,132.7,34.5,131.1,56.2,17.7,10.6,52399,east_north_central,43.020816,-88.775874
juneau,wi,116.1,42.8,108.2,67.5,17.7,14.8,45167,east_north_central,43.924605,-90.113792
kenosha,wi,121.3,40.6,120.3,73.1,13.8,15.8,51929,east_north_central,42.578504,-87.653119
kewaunee,wi,75.2,31.8,154.5,50.7,30.7,10,52954,east_north_central,44.505994,-87.307253
la crosse,wi,143.6,34.9,137.1,60.4,27.2,14.8,51324,east_north_central,43.906552,-91.115196
lafayette,wi,88.9,41.5,121.3,47.5,20.2,11.7,46422,east_north_central,42.660499,-90.131722
langlade,wi,100.7,43.2,116.9,64.2,15,16.1,42025,east_north_central,45.262358,-89.071899
lincoln,wi,128.2,48.6,111.9,64.1,22.4,12.4,47721,east_north_central,45.33743,-89.734652
manitowoc,wi,114.1,33.6,114.2,52.2,29.4,10.7,47835,east_north_central,44.110688,-87.512371
marathon,wi,139.1,37.4,133.9,48.8,23.5,11.1,51830,east_north_central,44.898286,-89.759059
marinette,wi,112.4,40,118.6,72.3,25.8,14.3,41446,east_north_central,45.350897,-88.002218
marquette,wi,108.3,37.5,94.6,76.3,19,11.5,47760,east_north_central,43.819582,-89.398749
milwaukee,wi,133.9,43.3,138.8,71.1,13.6,22.4,42058,east_north_central,43.015458,-87.580557
monroe,wi,133.2,36.2,115.3,77.3,24.1,14.2,51411,east_north_central,43.945717,-90.617826
oconto,wi,117.4,38.7,126.7,76.5,24.2,9.7,52800,east_north_central,44.998514,-88.220561
oneida,wi,134.1,46.2,170.9,78.2,14,11.6,46773,east_north_central,45.70556,-89.521836
outagamie,wi,131.4,38.7,124.1,54.8,35.1,8.6,57124,east_north_central,44.416092,-88.464932
ozaukee,wi,142.8,35.4,150.7,49.4,26,6,74392,east_north_central,43.365649,-87.594466
pierce,wi,78.2,33.6,64.8,37.6,16.3,10.6,60824,east_north_central,44.719631,-92.422486
polk,wi,85,36.7,100.6,52.3,13.3,10.5,49138,east_north_central,45.461419,-92.441395
portage,wi,123.6,35.4,92.2,54.3,23.2,13.8,51587,east_north_central,44.476028,-89.501388
racine,wi,134.8,42.8,141.5,69.5,14.4,13.3,54403,east_north_central,42.751174,-87.696084
richland,wi,110,47.2,73.2,57.7,12.2,15.7,43635,east_north_central,43.375641,-90.429484
rock,wi,118.9,38.5,108.3,74.9,20.6,14.3,49157,east_north_central,42.671224,-89.071566
rusk,wi,79.8,46.3,102.4,76,20.2,18.5,37350,east_north_central,45.475137,-91.133121
sauk,wi,128.9,42.1,118.2,57.3,14.3,12,50923,east_north_central,43.426829,-89.948407
sawyer,wi,140.1,42.7,98.3,67.3,26.2,17.6,40608,east_north_central,45.879972,-91.144665
shawano,wi,127.6,40.6,100.4,55,23.4,14.2,45953,east_north_central,44.789152,-88.765441
sheboygan,wi,131.5,39.5,127,60.6,23.9,11,52106,east_north_central,43.719707,-87.634775
st. croix,wi,113.4,32.6,71.8,45.4,11,6.3,69641,east_north_central,45.034068,-92.452782
taylor,wi,98.9,38.9,129.7,47.4,14,13.8,45985,east_north_central,45.211528,-90.501252
trempealeau,wi,98.7,51.7,137.3,57.9,23.2,9.9,50953,east_north_central,44.303953,-91.358452
vernon,wi,116,27.7,128.5,55,13.7,13.9,47063,east_north_central,43.593862,-90.834383
vilas,wi,128.8,48.6,198.1,66.9,10.8,14.4,40454,east_north_central,46.052891,-89.51482
walworth,wi,134.6,41.3,128.8,64,25.9,12.9,52610,east_north_central,42.668484,-88.541909
washington,wi,130.6,38.4,138.6,57.3,23.9,7,67276,east_north_central,43.368484,-88.230758
waukesha,wi,145.1,39.9,127.3,54.6,25.1,5.8,75652,east_north_central,43.018214,-88.304519
waupaca,wi,126.9,45.6,115.4,64.7,25,12.3,48056,east_north_central,44.470454,-88.964786
waushara,wi,104.3,26.7,88.2,72,20.5,13.1,43175,east_north_central,44.113125,-89.242875
winnebago,wi,137.1,36.5,108.1,62.2,28.6,12.6,50469,east_north_central,44.068877,-88.644659
wood,wi,126.4,32.8,130.8,57.4,19.2,11.7,48723,east_north_central,44.455334,-90.041543
barbour,wv,100.5,41.9,95.6,58.8,25.1,21.4,35558,south_atlantic,39.132934,-80.003029
berkeley,wv,124,48,96.5,83.7,15.8,13.2,54010,south_atlantic,39.464066,-78.027543
boone,wv,102.3,45.7,113.2,111.8,35.7,22.5,38098,south_atlantic,38.022997,-81.711213
braxton,wv,89.8,60.6,97.9,72.4,23.3,22.3,35296,south_atlantic,38.699873,-80.719288
brooke,wv,130.4,32.2,127.3,64.7,20.7,14.7,43719,south_atlantic,40.273818,-80.57642
cabell,wv,134.6,45.1,109.2,89.9,21.2,23.4,37628,south_atlantic,38.420297,-82.241717
clay,wv,139.1,55.5,114.7,99.8,27.8,23.6,32640,south_atlantic,38.462532,-81.075087
fayette,wv,116.9,51.9,85.6,87.6,13.8,22.6,33720,south_atlantic,38.028778,-81.081192
greenbrier,wv,132.2,47.9,99.8,67.8,31.5,17.7,37218,south_atlantic,37.946933,-80.452952
hampshire,wv,112.8,55.7,88.3,83.8,12.4,16.9,37444,south_atlantic,39.317065,-78.614168
hancock,wv,111.3,54.2,120.9,78.9,12.5,14.6,40249,south_atlantic,40.521855,-80.573892
harrison,wv,100,47.1,96.3,87.3,25.5,16.1,42197,south_atlantic,39.28353,-80.379875
jackson,wv,119.2,41.8,120,74.3,29.8,18.1,38640,south_atlantic,38.834468,-81.674794
jefferson,wv,101.3,46,111.6,71,13.9,11.3,64916,south_atlantic,39.307617,-77.862736
kanawha,wv,116,46.6,124.4,87.3,29,15.3,45858,south_atlantic,38.336575,-81.528118
lewis,wv,116.5,60.7,120.1,100.1,21.6,17.4,38462,south_atlantic,38.995868,-80.502159
lincoln,wv,109.5,47.5,90.5,111.5,17.8,23.7,35524,south_atlantic,38.175365,-82.070392
logan,wv,109.4,56.3,94.4,115.7,20.9,22.2,35773,south_atlantic,37.831534,-81.93534
marion,wv,131.8,53.8,125.4,77.5,18.4,15.3,41705,south_atlantic,39.509995,-80.243398
marshall,wv,116.1,50.8,125.3,72.8,21.3,16.9,41583,south_atlantic,39.860613,-80.663387
mason,wv,97.5,42.8,128.1,87.6,20.5,22.3,36454,south_atlantic,38.769736,-82.026538
mcdowell,wv,107.1,51.5,79.9,103.9,15.4,36.5,25205,south_atlantic,37.378501,-81.653584
mercer,wv,115.2,50.8,112.3,84,25,26.7,34320,south_atlantic,37.405515,-81.111444
mineral,wv,108.9,47.1,104.4,82.3,14.5,16.4,38320,south_atlantic,39.414722,-78.943746
mingo,wv,126.4,55.5,103,106.5,24.1,24.9,32431,south_atlantic,37.726404,-82.134761
monongalia,wv,130.5,44.8,109.6,65.9,15.9,19.2,47281,south_atlantic,39.630284,-80.046544
monroe,wv,123.9,43.6,114.2,63.3,26.7,17.3,36787,south_atlantic,37.560372,-80.550554
morgan,wv,118.2,39.3,96.8,68.9,17.7,15.4,42719,south_atlantic,39.560433,-78.257732
nicholas,wv,94,56.3,103,67.5,19,18.6,38451,south_atlantic,38.291701,-80.799328
ohio,wv,126.5,41.2,155.7,73.5,17.1,15.3,41009,south_atlantic,40.096922,-80.619057
pocahontas,wv,103.1,40.2,69.7,78.2,36,19.2,32199,south_atlantic,38.331795,-80.007752
preston,wv,133.6,50.8,100.2,68.1,11.8,17,42187,south_atlantic,39.469297,-79.668162
putnam,wv,127.2,38,111.9,76.1,33.4,11,56102,south_atlantic,38.508617,-81.908993
raleigh,wv,125.1,45.3,94.6,81,17.6,20.2,39998,south_atlantic,37.771361,-81.248635
randolph,wv,107.9,47.7,92.7,63.3,19.8,18.5,35458,south_atlantic,38.774723,-79.875796
roane,wv,99.6,52.1,83.1,76.5,19.1,23.1,35982,south_atlantic,38.714026,-81.34835
summers,wv,100.5,33.4,65.1,54.1,16.6,22.6,31051,south_atlantic,37.655872,-80.858573
taylor,wv,89.6,37.5,80.5,72.2,23.1,17.2,38720,south_atlantic,39.335993,-80.046184
upshur,wv,101.9,50.9,113.4,74,12.1,20.6,37676,south_atlantic,38.897826,-80.233423
wayne,wv,104.9,42.1,75.7,89.5,15.3,20,38676,south_atlantic,38.145949,-82.42695
webster,wv,123.1,52.5,96.8,94.6,29,27.1,31805,south_atlantic,38.494737,-80.421873
wood,wv,107.5,48.3,115.3,81.9,28.1,17.9,41205,south_atlantic,39.211132,-81.514965
wyoming,wv,80.4,35.8,80.5,90.3,13,24.3,34525,south_atlantic,37.609612,-81.549177
albany,wy,105.7,38.9,119.7,40.8,23.8,20.2,42443,mountain,41.654469,-105.723911
big horn,wy,103,42.8,135.1,41.8,28.1,11.2,49052,mountain,44.526716,-107.995199
campbell,wy,103.8,36.8,93.1,53.1,10.1,7.5,81652,mountain,44.248339,-105.548313
carbon,wy,93.4,39.6,96.2,58.4,19.5,14.2,54210,mountain,41.694589,-106.93061
fremont,wy,101,47.7,109.1,45.7,20.3,15.3,51920,mountain,43.040528,-108.630418
johnson,wy,119.8,35.2,112.7,38.2,36.3,8.7,51521,mountain,44.038775,-106.584633
laramie,wy,121.1,36.7,117.5,52.1,21.2,10.2,59712,mountain,41.307065,-104.689616
lincoln,wy,109.6,30.3,104.3,32.1,32.2,8.9,67256,mountain,42.264026,-110.655988
natrona,wy,118.7,40.8,100.7,58.2,19.7,10.1,57701,mountain,42.96224,-106.798494
park,wy,120.5,33,160.5,36.3,17.5,10,50967,mountain,44.520473,-109.587955
sheridan,wy,107.3,38.3,144.2,52,41.6,10.1,51628,mountain,44.789989,-106.879383
