name,state,breast,colorectal,prostate,lung,melanoma,poverty,income,region,lat,lon
clay,mo,130.2,39,128.8,79,16.5,10,60641,west_north_central,39.310521,-94.420865
clinton,mo,117.7,36.6,108.2,83.5,17.1,11.5,52461,west_north_central,39.60178,-94.404594
cole,mo,141.4,38.4,114.5,64,17.2,13.7,52023,west_north_central,38.505414,-92.2816
cooper,mo,142.7,46.6,103.6,69,19.5,15.5,44397,west_north_central,38.84354,-92.810119
crawford,mo,123.3,53.6,82.1,93.1,24.4,20.1,37299,west_north_central,37.976377,-91.303961
dallas,mo,112.8,46.1,90.3,79.2,23,21.7,37540,west_north_central,37.680407,-93.023655
dent,mo,92.5,42.8,63.3,74.4,15.7,23,34761,west_north_central,37.60663,-91.507883
douglas,mo,69.5,40.8,90,51.9,34.9,22.5,31289,west_north_central,36.932598,-92.498806
franklin,mo,137.9,41.5,109.7,76.9,28.1,10.8,51138,west_north_central,38.411144,-91.074994
gasconade,mo,115.1,47.2,110.7,64,21.8,15.8,41270,west_north_central,38.440867,-91.507933
greene,mo,124.5,39,105.5,69.8,17.7,20.2,38525,west_north_central,37.258049,-93.34199
henry,mo,103.9,51.8,95.3,100.3,25,18.4,39666,west_north_central,38.385163,-93.79275
hickory,mo,77.5,35,59.2,73.4,23.4,24.7,30040,west_north_central,37.940786,-93.320721
howell,mo,83.6,49.9,62.2,81.4,12.9,27.6,31665,west_north_central,36.774014,-91.886542
iron,mo,131.2,53.2,107.5,103.3,34.7,22,32994,west_north_central,37.555149,-90.77349
jackson,mo,128.6,41.6,85.6,75.3,16.3,17.2,46802,west_north_central,39.008502,-94.346091
jasper,mo,116,50.4,85.5,85.8,13.5,18.3,40530,west_north_central,37.203547,-94.340605
jefferson,mo,113.9,46.4,96.1,85.9,20.7,11.5,55305,west_north_central,38.261071,-90.537689
johnson,mo,114.4,46.7,118.1,66.1,24.2,17.7,45011,west_north_central,38.744085,-93.806367
laclede,mo,100.1,41.7,108.2,76.5,13.3,22.1,36632,west_north_central,37.658323,-92.590349
lafayette,mo,113.3,44.4,78.8,73.9,15.3,12.7,46878,west_north_central,39.065588,-93.785543
lawrence,mo,109.3,48.7,86.4,66.5,17.4,18.6,38724,west_north_central,37.106351,-93.832937
lincoln,mo,113,46.1,88.5,87.7,21.8,11.9,54144,west_north_central,39.058019,-90.960045
macon,mo,148,49.1,126,41.9,23.7,18.8,38110,west_north_central,39.830802,-92.564608
madison,mo,80.9,40.8,107.3,106.8,36.3,21.4,33631,west_north_central,37.478096,-90.345026
marion,mo,137.5,53.7,118.5,87.9,25.7,16.8,40981,west_north_central,39.805965,-91.622349
miller,mo,96.5,50,75.1,88.8,14.4,20.5,36552,west_north_central,38.21453,-92.428408
montgomery,mo,127.6,48,124.7,83,25.5,15.3,39750,west_north_central,38.941491,-91.470209
morgan,mo,91.4,47,92.8,85,10.2,22,32761,west_north_central,38.42374,-92.885985
newton,mo,71.3,33.5,55.7,57.8,5.7,16.1,41440,west_north_central,36.905509,-94.339247
nodaway,mo,97.8,32.4,117.8,73.5,17.7,18.5,41952,west_north_central,40.360774,-94.883434
ozark,mo,81.6,39.1,67.3,78.9,21.5,26.2,30799,west_north_central,36.649322,-92.444664
perry,mo,131.7,42.5,88.6,75.1,20.1,12.7,53798,west_north_central,37.707137,-89.824411
pettis,mo,120,43.4,130,71.2,15.6,20.1,39527,west_north_central,38.728289,-93.285096
phelps,mo,111.8,47.7,77.6,71.7,10.9,16.4,38930,west_north_central,37.877129,-91.792365
pike,mo,150,53.4,127.2,94.3,22.4,19.8,39499,west_north_central,39.343835,-91.171363
platte,mo,121.2,35.3,109.8,59.8,16.3,7.7,68411,west_north_central,39.380503,-94.773589
polk,mo,111.6,45.1,94.3,66,14.5,20,38023,west_north_central,37.616479,-93.400533
pulaski,mo,131.8,54.8,127.4,103.4,12.4,15.1,49499,west_north_central,37.824625,-92.207663
randolph,mo,106.2,45,95.9,84.8,14.6,22.4,38988,west_north_central,39.440168,-92.497078
ray,mo,127.9,51.1,118.1,92.8,11.1,13.2,52430,west_north_central,39.352414,-93.989884
saline,mo,112.6,52.5,96.4,74.3,12.5,18.4,38230,west_north_central,39.136839,-93.201851
scott,mo,108.8,55.3,108.4,99,19.4,18.4,40441,west_north_central,37.053046,-89.568515
st. charles,mo,133.2,36.4,119.6,73.7,27.1,6.4,70468,west_north_central,38.781917,-90.674897
st. clair,mo,80.4,29.9,55.5,73.6,21.4,26.4,30612,west_north_central,38.037178,-93.775976
st. francois,mo,139.4,52.3,87.7,106.8,21.3,20.7,37696,west_north_central,37.810283,-90.472268
st. louis,mo,148.3,43.6,131.5,69,21.3,10.9,59284,west_north_central,38.640689,-90.44342
st. louis city,mo,124.4,48,126.4,88.9,10.8,27.2,34346,west_north_central,38.635775,-90.245172
ste. genevieve,mo,91.6,50.5,93.3,53.6,16.4,12.3,48266,west_north_central,37.894404,-90.194424
stoddard,mo,107.6,61.3,115.6,93.4,9.1,16.3,37689,west_north_central,36.855622,-89.94431
stone,mo,103.5,34.4,84,66.5,14,16.1,39018,west_north_central,36.746943,-93.456001
taney,mo,115.3,35.1,92.9,80.6,22.3,19.7,34860,west_north_central,36.654735,-93.041107
texas,mo,88.8,45.4,52.4,71,12,25.4,34266,west_north_central,37.317307,-91.965055
warren,mo,114.3,37.2,115.5,76,16.1,11.7,52517,west_north_central,38.764616,-91.160693
webster,mo,101.4,43.2,134.7,73.9,20.9,19.5,44069,west_north_central,37.280905,-92.875877
wright,mo,139.2,49.4,85.1,83.4,21.9,29.1,29605,west_north_central,37.27014,-92.468704
adams,ms,130.8,62,158.1,69,9.9,30.9,31385,east_south_central,31.482943,-91.353498
alcorn,ms,106.2,43.8,82.3,75.7,25,24.8,33467,east_south_central,34.880771,-88.580265
amite,ms,77.3,36.4,179.1,56.9,17.5,24.1,33571,east_south_central,31.174397,-90.804431
bolivar,ms,123.3,80.5,178.8,76.2,10.1,37.7,29622,east_south_central,33.795539,-90.880401
carroll,ms,65.1,31.9,114.6,72.3,24.7,18.7,37283,east_south_central,33.448526,-89.920198
chickasaw,ms,121,55.4,165.7,78.4,25.4,24.4,32525,east_south_central,33.9208,-88.947864
clarke,ms,96.2,56,142.2,75,25.1,21.8,34141,east_south_central,32.041402,-88.689404
copiah,ms,156.6,56.1,163.5,86.2,19,29.6,32060,east_south_central,31.869237,-90.448799
covington,ms,83.2,42,153.6,78,21.1,28.2,32999,east_south_central,31.633218,-89.552629
desoto,ms,114.1,44.3,119.1,78.4,10.8,12,59043,east_south_central,34.875399,-89.99177
forrest,ms,123.1,43.3,178.4,84.2,23.1,28,34391,east_south_central,31.188869,-89.25786
george,ms,112,41,85.2,74.7,19,18.8,43597,east_south_central,30.862607,-88.644035
grenada,ms,148.7,59.1,194.8,93.4,19.5,25.2,31703,east_south_central,33.769954,-89.802006
hancock,ms,94.3,38,125.4,72.8,16.5,20.2,43870,east_south_central,30.39378,-89.474562
harrison,ms,119.3,45.2,136.6,89.5,19.2,22.7,41657,east_south_central,30.41605,-89.081643
hinds,ms,129.3,54.2,164.3,75.4,10.5,29.7,34826,east_south_central,32.266705,-90.442819
itawamba,ms,99.3,57,113.5,95.6,22.3,19.4,39927,east_south_central,34.279987,-88.361323
jackson,ms,114,42.5,141.5,75.8,23.3,16.4,47813,east_south_central,30.462888,-88.622842
jasper,ms,106.6,52,149.3,78.7,18.3,24.2,33606,east_south_central,32.019113,-89.11886
jefferson davis,ms,115.7,53.1,144.7,68.6,24.3,30.1,27754,east_south_central,31.569641,-89.823002
jones,ms,117,39.9,160.3,62.9,22,21.6,36204,east_south_central,31.622559,-89.168793
lafayette,ms,113.8,41.6,128.5,63.6,22.4,27.8,40749,east_south_central,34.356758,-89.484919
lamar,ms,119.1,38.6,158.3,62.7,23.3,16.4,51337,east_south_central,31.205869,-89.508688
lauderdale,ms,93.3,42.8,146.8,70.4,16.2,26.2,35038,east_south_central,32.404286,-88.662542
lawrence,ms,106.5,53.2,152.8,106,26.1,20.2,36317,east_south_central,31.550203,-90.106995
lee,ms,124.8,50.2,172,91.3,20.5,18,43221,east_south_central,34.289888,-88.680416
lincoln,ms,108.9,47.1,154.2,68.5,19.6,26.9,33632,east_south_central,31.532392,-90.453998
lowndes,ms,117.2,48,174.3,70.2,13.2,23.5,38839,east_south_central,33.472909,-88.443313
madison,ms,133.8,40.4,124.9,70.9,25.9,12.7,64657,east_south_central,32.634655,-90.033756
marion,ms,118.1,53.9,125.2,81.8,24.1,27.5,32628,east_south_central,31.230817,-89.822443
marshall,ms,99,47.5,150.2,80.6,8.3,23.4,36728,east_south_central,34.762266,-89.503056
monroe,ms,116.4,47,172.5,81.6,24.8,22.8,36264,east_south_central,33.892242,-88.480467
neshoba,ms,102.4,41.1,126.5,59.2,25.1,24.9,34719,east_south_central,32.753497,-89.117573
newton,ms,114.1,44.3,136.9,68.2,14,22.1,36904,east_south_central,32.400232,-89.118809
oktibbeha,ms,137.7,44.9,115.3,51.9,16.6,31.2,33594,east_south_central,33.424953,-88.879305
panola,ms,119.4,48.3,145.5,75.2,14.3,25.9,33129,east_south_central,34.363935,-89.950567
pearl river,ms,118.8,48.1,125.5,89,25.4,23.4,41706,east_south_central,30.76858,-89.589783
perry,ms,117.3,53.1,115.8,81.6,28,24,34771,east_south_central,31.172024,-88.992328
pike,ms,114.8,55,192.6,78.4,20.2,28.9,30835,east_south_central,31.174908,-90.404161
pontotoc,ms,117.6,39.4,138,80.5,11.1,16.3,40245,east_south_central,34.225442,-89.03741
prentiss,ms,101.4,39.6,122.1,82.4,21.5,21.1,34219,east_south_central,34.618287,-88.520095
rankin,ms,120.7,46.4,120.1,76.4,25,11.6,55838,east_south_central,32.264124,-89.945798
scott,ms,108.1,70.5,142.6,87.3,21.8,27.2,31850,east_south_central,32.40638,-89.537638
simpson,ms,96.9,53.5,114.3,85.9,15.4,26.9,35039,east_south_central,31.913172,-89.919488
stone,ms,115.3,52.6,142.2,82.2,19,22.4,40294,east_south_central,30.789952,-89.11771
tate,ms,121.1,50.2,119.2,87.8,10.9,19.4,40624,east_south_central,34.650325,-89.94478
tippah,ms,91.1,46.8,94.4,71.8,21.5,24.4,35908,east_south_central,34.7684,-88.908898
tishomingo,ms,110.5,50.9,106.9,78.4,19.1,18.8,35891,east_south_central,34.740434,-88.239323
union,ms,109.8,62.9,138,72.4,19.2,18.8,40148,east_south_central,34.490474,-89.003857
warren,ms,115.2,57.5,127.4,73.7,19.1,26.2,41883,east_south_central,32.35723,-90.852011
washington,ms,114.9,75.8,150,75.8,11.2,34.8,28948,east_south_central,33.283698,-90.947455
winston,ms,90.3,59.9,131.9,83.9,16.4,29.5,30961,east_south_central,33.088491,-89.034429
yazoo,ms,118.6,55.1,147.3,95.3,11.5,41.8,28757,east_south_central,32.78031,-90.396416
carbon,mt,102.3,42,152.9,35.8,29.7,12.6,46413,mountain,45.227386,-109.028016
cascade,mt,148.2,41.8,124.8,66.6,19.3,15.7,43674,mountain,47.307954,-111.347048
custer,mt,96.9,50.8,142.6,70.8,27.5,12.8,43958,mountain,46.252709,-105.571711
deer lodge,mt,102.9,39,115.2,59.5,33.7,17.7,37542,mountain,46.060771,-113.067842
fergus,mt,112.4,40.1,129.5,58.5,32.3,14.4,41111,mountain,47.26358,-109.224485
flathead,mt,125.6,38.2,175.9,58.4,33.1,16.7,46885,mountain,48.295127,-114.049674
gallatin,mt,142.3,32.5,133.6,37.1,31.3,14,56680,mountain,45.54039,-111.170369
hill,mt,131.9,46,111.4,64.4,18.7,18.5,43244,mountain,48.628218,-110.111245
jefferson,mt,112.6,42.9,95.9,71.9,30.5,10.5,59001,mountain,46.148451,-112.093785
lake,mt,135.2,46.6,124.7,52.6,35,20.3,39219,mountain,47.645906,-114.089374
lewis and clark,mt,108,42.2,106.7,65.2,24.7,12.6,53982,mountain,47.122443,-112.390455
lincoln,mt,97.9,33.1,116.8,71.4,20.6,17.6,34926,mountain,48.542475,-115.405083
madison,mt,86.6,34.1,67.9,44.9,32.7,12.2,44046,mountain,45.300688,-111.920254
missoula,mt,120.2,34.1,111.7,56.9,24.5,17.4,45895,mountain,47.036526,-113.92374
park,mt,136,29.8,120.5,42.8,25,13.8,42439,mountain,45.488382,-110.526663
ravalli,mt,122.5,29.5,105.5,48.9,22.5,19.8,39487,mountain,46.081674,-114.120759
sanders,mt,123.3,34.7,101,62.1,27,21.9,34847,mountain,47.674788,-115.13331
silver bow,mt,99.1,44.1,90.6,56,28.1,20,40691,mountain,45.902404,-112.656713
stillwater,mt,131.9,43,146,49.2,29.7,9.5,58109,mountain,45.669053,-109.395217
yellowstone,mt,119.6,38.1,141.2,60.9,24.7,12.9,52079,mountain,45.937335,-108.274418
alamance,nc,140,37,137.8,71.3,34.5,19.8,43001,south_atlantic,36.044057,-79.399471
alexander,nc,123.3,39.2,113.1,75.7,20.5,14,46064,south_atlantic,35.921023,-81.177016
alleghany,nc,115,43.3,119.2,62.4,35.6,21.2,37086,south_atlantic,36.491339,-81.12719
anson,nc,135.7,44.3,110.3,80.5,10.7,28.8,33443,south_atlantic,34.973826,-80.102726
ashe,nc,108.5,36.4,88.9,70.1,29.4,22.4,35155,south_atlantic,36.434157,-81.500343
avery,nc,128.1,39.6,90.5,65.5,27.2,20.4,34933,south_atlantic,36.076607,-81.922473
beaufort,nc,131.9,47.5,152,83.5,25,20.5,39043,south_atlantic,35.485833,-76.845161
bladen,nc,82.7,50.1,101.4,64.1,14.5,27.1,33971,south_atlantic,34.614313,-78.563184
brunswick,nc,109.5,31.9,96.1,69.8,17.4,16.1,47799,south_atlantic,34.038987,-78.227329
buncombe,nc,141.3,35.5,137.9,66.2,24.5,15.7,45738,south_atlantic,35.611225,-82.530101
burke,nc,118.2,51.7,105.8,83.1,26.9,20.6,36150,south_atlantic,35.749522,-81.704702
cabarrus,nc,131.5,38.5,132.5,76.9,24.5,12.1,55046,south_atlantic,35.386906,-80.552061
caldwell,nc,118,40.2,92,82.9,25.8,18.3,34811,south_atlantic,35.952967,-81.546549
carteret,nc,125.3,41.9,104.2,76.1,31.5,15.2,46227,south_atlantic,34.864013,-76.532491
caswell,nc,121.4,46.4,146.6,70.4,18.5,25.5,37122,south_atlantic,36.39335,-79.333594
catawba,nc,126.7,39.5,111.4,68.8,24.2,16.5,43777,south_atlantic,35.662606,-81.214476
chatham,nc,138,36.4,104.2,53,31.4,15.6,56981,south_atlantic,35.70258,-79.255349
cherokee,nc,131.1,32.7,83.5,79.1,28.2,22.5,34476,south_atlantic,35.133836,-84.063471
chowan,nc,129.5,39.5,143.4,66.1,18.4,22.2,39143,south_atlantic,36.126563,-76.602159
clay,nc,112.5,40.4,136.6,69.3,25.9,19.3,37078,south_atlantic,35.05719,-83.75021
cleveland,nc,137,47.6,151.8,72.3,24.7,19.6,40528,south_atlantic,35.334112,-81.55561
columbus,nc,93,37.2,128.6,82.6,13.8,25.3,35026,south_atlantic,34.265439,-78.655096
craven,nc,120.9,34.4,131.2,81,26.6,16.6,45022,south_atlantic,35.117223,-77.082634
cumberland,nc,122.5,36.3,139.2,73.3,15.9,18,44038,south_atlantic,35.048592,-78.827438
currituck,nc,108.8,31.7,110.6,78.6,23.2,11.7,57577,south_atlantic,36.367243,-75.936833
dare,nc,131.8,40.3,121.8,66.3,27.1,11.1,52083,south_atlantic,35.66216,-75.687141
davidson,nc,126.1,42.1,125.6,83.9,30.2,19.3,40424,south_atlantic,35.793278,-80.212685
davie,nc,130.1,37.7,125,81.6,29.2,13.9,49708,south_atlantic,35.929158,-80.544468
duplin,nc,111.5,37.4,100.5,62,12.1,25.4,38106,south_atlantic,34.936276,-77.932936
durham,nc,154.2,35.6,126.3,61.1,18.4,17,52331,south_atlantic,36.035998,-78.876324
edgecombe,nc,118.4,35,148.9,65.8,11.8,27.3,33080,south_atlantic,35.912978,-77.597074
forsyth,nc,136.2,36.3,156.4,70.9,28.4,20.5,46163,south_atlantic,36.130485,-80.256365
franklin,nc,126.1,41.1,134.9,76.3,20.8,18.4,39312,south_atlantic,36.082789,-78.285614
gaston,nc,127.1,47,119.9,87.2,19.3,19.2,42461,south_atlantic,35.294369,-81.180245
graham,nc,135.4,43.8,83.8,48.8,31.4,24.7,33553,south_atlantic,35.35016,-83.833558
granville,nc,118.6,49.8,128.7,82.3,17.2,15.3,48680,south_atlantic,36.304024,-78.653022
greene,nc,91.4,32.2,137.8,70.2,16.3,23.3,39481,south_atlantic,35.485411,-77.67587
guilford,nc,141.6,36.5,166.4,70.3,27.3,19.2,46093,south_atlantic,36.079451,-79.789013
halifax,nc,133,44.4,138.9,68.9,9.2,31.6,32597,south_atlantic,36.257504,-77.651882
harnett,nc,127.4,40.2,115,86.3,20,18.5,45257,south_atlantic,35.3686,-78.869314
haywood,nc,114.7,32.4,123.6,70.2,34.1,20.4,39320,south_atlantic,35.556054,-82.982243
henderson,nc,132.4,42.5,125.8,59.9,28.8,15.5,44561,south_atlantic,35.336292,-82.479907
hoke,nc,107.3,29.5,155.2,96.9,12.2,23.2,43987,south_atlantic,35.017361,-79.237106
iredell,nc,139.1,40.1,138.8,73.9,21.2,12.7,49983,south_atlantic,35.807083,-80.873435
jackson,nc,111.2,49.5,116.2,64.9,26,24.2,40511,south_atlantic,35.287395,-83.140834
johnston,nc,113.2,35.7,117.6,70.1,21.3,16.6,50904,south_atlantic,35.51761,-78.36564
lee,nc,129.6,45.2,112.3,76.6,22,17.9,48061,south_atlantic,35.475169,-79.171426
lenoir,nc,141,44.9,144.4,73,19.7,21.7,34127,south_atlantic,35.239151,-77.641273
lincoln,nc,126.9,33.9,120.6,71.6,24.2,14.6,50537,south_atlantic,35.486179,-81.223866
macon,nc,137.4,47.6,106.9,75.4,21.6,20.4,37219,south_atlantic,35.150376,-83.422099
madison,nc,124,44.2,102.4,56.5,22,19.9,37479,south_atlantic,35.858088,-82.705761
martin,nc,139.4,43.6,138.3,68,18.6,22.6,34761,south_atlantic,35.8416,-77.107082
mcdowell,nc,119.6,53.3,110.9,88.6,25.8,21.9,36840,south_atlantic,35.681244,-82.048702
mecklenburg,nc,135.1,35.1,145.1,59.4,21.6,15.5,54657,south_atlantic,35.246699,-80.832759
mitchell,nc,108.1,38.9,101.5,81.4,21.9,18.3,38303,south_atlantic,36.013291,-82.163466
montgomery,nc,104.1,52.3,151.2,71.3,18.2,22.1,35613,south_atlantic,35.33246,-79.90547
moore,nc,131.7,34.3,135.5,73.7,39.2,14.3,50169,south_atlantic,35.310721,-79.481308
nash,nc,125.5,40.7,110.3,72.8,17,16.6,41575,south_atlantic,35.967215,-77.986482
new hanover,nc,123.8,31.5,99.7,66.2,18.3,18.9,48651,south_atlantic,34.181408,-77.865614
northampton,nc,128.9,46.1,162.2,72.4,9.2,29,31732,south_atlantic,36.417656,-77.39674
onslow,nc,125.1,38.1,112.7,85.5,19.3,16.9,45213,south_atlantic,34.709432,-77.415949
orange,nc,133.9,34.5,113.3,57.5,29.5,15.5,59472,south_atlantic,36.06132,-79.120559
pamlico,nc,140.8,26.7,119.7,83.3,23.5,19,43517,south_atlantic,35.151521,-76.667161
pasquotank,nc,122.7,50.1,164.4,68.8,19,21.8,40094,south_atlantic,36.264899,-76.249135
pender,nc,127.2,34.7,99.6,70.9,16.4,18.3,44949,south_atlantic,34.514939,-77.888868
perquimans,nc,106,37.8,130.5,68.9,31.5,20.9,42504,south_atlantic,36.177201,-76.407674
person,nc,111.3,42.4,128.9,84.6,29.6,18.4,42091,south_atlantic,36.390115,-78.971714
pitt,nc,127.3,32.8,125.6,62.9,16.5,25.4,40940,south_atlantic,35.59352,-77.374649
polk,nc,98,33.2,85.9,50.3,18.6,14.7,43665,south_atlantic,35.279288,-82.169669
randolph,nc,128.8,40.1,141,86.5,27.9,19.8,40896,south_atlantic,35.710326,-79.806162
richmond,nc,127.8,42,134.1,85.7,21.8,27.3,32825,south_atlantic,35.005944,-79.747834
robeson,nc,92.9,37.5,156.8,69.2,8.5,30.7,30248,south_atlantic,34.640087,-79.103537
rockingham,nc,135.3,47.2,144.1,89.9,26.2,21.2,40446,south_atlantic,36.39608,-79.775147
rowan,nc,131.5,46.9,136.6,85.9,23.2,18.8,41475,south_atlantic,35.63954,-80.524641
rutherford,nc,123.3,41.9,105,79.4,21.9,23.9,35544,south_atlantic,35.402247,-81.920087
sampson,nc,115.8,33.4,110.6,77.7,16,24.3,35890,south_atlantic,34.991641,-78.371511
scotland,nc,132.3,50,169.2,84.5,17.2,34.1,32314,south_atlantic,34.840898,-79.480432
stanly,nc,120.5,41.2,121.2,80.4,29.8,17.7,42801,south_atlantic,35.31199,-80.250924
stokes,nc,109.8,36.7,124.7,90.6,28.8,14.4,44552,south_atlantic,36.401895,-80.239608
surry,nc,121.9,42.1,123.3,82.9,30.8,21.3,36221,south_atlantic,36.414682,-80.687488
swain,nc,147.6,58.7,87.9,95.5,20.5,23.2,34552,south_atlantic,35.486726,-83.492744
transylvania,nc,110.9,35.3,107.4,53.6,23.5,15.6,40578,south_atlantic,35.202147,-82.7983
union,nc,128.7,34.5,115.7,62.9,24.8,10.3,63912,south_atlantic,34.988388,-80.530728
vance,nc,131.8,55.4,132.5,71,12.6,27.3,35565,south_atlantic,36.364762,-78.408331
wake,nc,138.8,33.7,138.4,55.9,25.2,10.9,65433,south_atlantic,35.790124,-78.650225
warren,nc,116.3,55.4,136.5,81.7,11.4,27.2,33767,south_atlantic,36.396593,-78.106897
watauga,nc,114.6,29.4,96.6,51.4,30.9,27.3,38380,south_atlantic,36.231098,-81.696373
wayne,nc,119.6,45.5,138.6,76.6,16.6,20.8,41526,south_atlantic,35.363793,-78.004131
wilkes,nc,99.2,37.5,132.9,77.2,23.4,23.1,35895,south_atlantic,36.206212,-81.162922
wilson,nc,117.4,38.1,108.1,71.2,18.7,20.9,40772,south_atlantic,35.705027,-77.918623
yadkin,nc,107.2,31.9,137.4,82.2,25.7,18.9,40998,south_atlantic,36.160538,-80.665337
yancey,nc,123,30.5,108.1,86.3,29.3,21.3,35866,south_atlantic,35.898885,-82.307554
barnes,nd,132,40.9,142.5,64.5,27.6,10.9,52035,west_north_central,46.936105,-98.071579
burleigh,nd,133.7,46.3,139.3,52.2,17.8,8.3,63503,west_north_central,46.97739,-100.468733
cass,nd,121,36.9,130.3,59.8,30.3,13.2,53077,west_north_central,46.932972,-97.248044
grand forks,nd,145.9,45.3,128,59.7,19,15.1,49697,west_north_central,47.921919,-97.456933
morton,nd,152.4,57.8,129,68.7,19.9,8.3,59650,west_north_central,46.716057,-101.281167
richland,nd,94.5,64.9,106.5,45.2,20.2,10.6,54312,west_north_central,46.264656,-96.948279
stark,nd,97.8,56.2,141.4,42.7,12.8,8.7,69566,west_north_central,46.81068,-102.655129
stutsman,nd,121.2,48.9,143.1,56.5,33,12.1,50941,west_north_central,46.979249,-98.958828
traill,nd,120.5,37.8,152.3,62,34.8,9.3,57006,west_north_central,47.454185,-97.161581
ward,nd,133.6,48.1,143.5,64.6,22,8.9,56192,west_north_central,48.221746,-101.541828
williams,nd,90.2,55.7,100.9,53.9,18.7,7.8,84237,west_north_central,48.343667,-103.480278
adams,ne,132.1,50.7,115.5,62.7,30.6,11.4,52267,west_north_central,40.524469,-98.501209
buffalo,ne,143.1,40.2,111,49.3,14.8,12.7,52333,west_north_central,40.855152,-99.074966
cass,ne,124,46.9,106.9,65.5,22.2,8.2,63738,west_north_central,40.909722,-96.140866
dakota,ne,100,49.3,129.6,73,16.7,14.4,45631,west_north_central,42.391112,-96.564513
dawson,ne,86.9,53.1,103.3,45.9,14,14.8,44976,west_north_central,40.869936,-99.819566
dodge,ne,142.6,46.2,146.9,70.2,15.7,11.3,48671,west_north_central,41.577886,-96.653983
douglas,ne,131.4,43.7,122.6,69.5,21.5,15.2,51959,west_north_central,41.295352,-96.15448
gage,ne,125.7,41,103.1,59.5,12,11.3,45212,west_north_central,40.26193,-96.689442
hall,ne,106.9,49.5,151.9,57.8,18.2,14.9,49750,west_north_central,40.872572,-98.502174
lancaster,ne,125,38.5,101,57.3,17.6,14.8,52275,west_north_central,40.784174,-96.687755
lincoln,ne,94.1,40.5,113.5,57.1,15.8,12.6,52395,west_north_central,41.047767,-100.745234
madison,ne,120,51.8,169.3,61.4,25.2,12.5,45738,west_north_central,41.916698,-97.600779
platte,ne,114.9,46.4,139.9,54.9,18.6,10.2,52368,west_north_central,41.571287,-97.521157
saline,ne,127.3,71.9,135.6,79.5,23.8,12,49047,west_north_central,40.524061,-97.140909
sarpy,ne,130,42.9,108.3,65.1,24.3,6.3,67740,west_north_central,41.112927,-96.111992
saunders,ne,97.1,44,127.5,60.8,15.9,8.7,61174,west_north_central,41.226371,-96.637401
scotts bluff,ne,111.9,47.1,113.7,45.9,22.9,15.2,43406,west_north_central,41.850608,-103.707947
seward,ne,100.3,45.6,131,44.2,16.8,10.2,59053,west_north_central,40.872386,-97.13951
washington,ne,136.9,44.7,116.1,43.1,24.9,7.7,66160,west_north_central,41.531038,-96.222029
york,ne,93.7,20.4,91.1,36.8,26,9.8,56687,west_north_central,40.872746,-97.597107
belknap,nh,163.7,39.8,147.4,65.6,31.7,9.3,57568,new_england,43.518692,-71.423357
carroll,nh,124,37.4,138.8,65.8,27.4,10.4,50598,new_england,43.873914,-71.20277
cheshire,nh,131.7,39.8,104.5,66.6,23.4,11.4,52246,new_england,42.919325,-72.251178
coos,nh,118.8,37.3,113.1,69.9,28.5,14.8,40917,new_england,44.689599,-71.305417
grafton,nh,128.8,33.2,107.3,56.4,31,11.1,55131,new_england,43.940738,-71.82055
hillsborough,nh,138.5,37.4,143.6,66.2,24.4,9.3,67162,new_england,42.915306,-71.716009
merrimack,nh,145.4,37.1,137.7,66.9,31.1,9.1,64068,new_england,43.297654,-71.680191
rockingham,nh,140,39.1,146.2,72.5,27.4,5.9,74785,new_england,42.984541,-71.088967
strafford,nh,136.1,39.3,126.5,75,20.5,9.8,59290,new_england,43.297428,-71.029401
sullivan,nh,125.8,38.1,74.3,72.6,25.3,10.4,52114,new_england,43.361217,-72.222404
atlantic,nj,132.9,43.5,135.4,69.9,24.2,17.1,51668,middle_atlantic,39.468834,-74.633733
bergen,nj,134.8,39.2,138.9,50.9,17.9,8.1,81615,middle_atlantic,40.959772,-74.074409
burlington,nj,136.3,48.8,162.4,65.1,27.3,6.2,76868,middle_atlantic,39.877693,-74.668203
camden,nj,145.4,48.5,160,71.9,20,14.7,57641,middle_atlantic,39.803532,-74.959756
cape may,nj,126.8,48.3,170,83.5,40.8,10.8,56520,middle_atlantic,39.085127,-74.849982
cumberland,nj,113,52.2,145.4,73.4,17.3,20.1,45850,middle_atlantic,39.328069,-75.129342
essex,nj,121.7,42.3,176,50.9,12.5,17.7,53358,middle_atlantic,40.78707,-74.246865
gloucester,nj,135.5,49.3,156.3,80.5,25.7,9.4,71137,middle_atlantic,39.717313,-75.14167
hudson,nj,105.7,43.4,117.9,48.8,7,19.4,55699,middle_atlantic,40.730542,-74.075459
hunterdon,nj,150.6,40.6,113.5,54.4,35.1,4.1,107203,middle_atlantic,40.567285,-74.912219
mercer,nj,137.4,43.8,153.5,59.1,24.1,11.8,70575,middle_atlantic,40.283405,-74.701689
middlesex,nj,131.2,42.3,139,53.4,17.1,9.4,76515,middle_atlantic,40.44004,-74.408892
monmouth,nj,144.6,43.7,158.5,63.9,32.4,7.8,83424,middle_atlantic,40.287552,-74.158147
morris,nj,142.6,38.6,157.4,49.6,26.9,4.9,99950,middle_atlantic,40.86203,-74.544444
ocean,nj,126.4,47,140.8,71.4,33.2,10.5,59888,middle_atlantic,39.866,-74.250026
passaic,nj,119.2,41.4,147.2,53.8,13.3,16.6,57426,middle_atlantic,41.034373,-74.300888
